indice_tiempo,par_origen_destino,viajes,asientos,pasajeros
2019,Salta - San Salvador De Jujuy,401,11191,8720
2019,Salta - Santiago Del Estero,51,2334,2069
2019,Salta - Termas De Rio Hondo,50,2440,1937
2019,Salta - Tilcara,76,1989,1537
2019,Salta - Villa Carlos Paz,50,2742,2408
2019,Salta - Vuelta Al Norte,88,2471,2060
2019,Salto - Ciudad Autonoma De Buenos Aires,2102,41705,27929
2019,Salto - Rosario,812,17782,11348
2019,San Andres De Giles - Ciudad Autonoma De Buenos Aires,50,1228,1126
2019,San Antonio De Areco - Ciudad Autonoma De Buenos Aires,75,2598,2316
2019,San Fernando - Ciudad Autonoma De Buenos Aires,58,1354,1123
2019,San Fernando Del Valle De Catamarca - Aguas Blancas,48,2838,1863
2019,San Fernando Del Valle De Catamarca - Ciudad Autonoma De Buenos Aires,154,9054,7369
2019,San Fernando Del Valle De Catamarca - Mina Alumbrera,78,3154,1588
2019,San Francisco - Ciudad Autonoma De Buenos Aires,86,3732,3033
2019,San Jose - Ciudad Autonoma De Buenos Aires,126,5284,4855
2019,San Juan - Ciudad Autonoma De Buenos Aires,285,13630,11515
2019,San Juan - Cordoba,64,3237,2981
2019,San Juan - Mendoza,606,27067,23525
2019,San Juan - Merlo,52,2454,2072
2019,San Juan - San Luis,61,2865,2372
2019,San Juan - Santa Rosa,82,4639,4496
2019,San Juan - Termas De Cacheuta,82,3916,3552
2019,San Juan - Termas De Rio Hondo,69,3895,3432
2019,San Juan - Villa Carlos Paz,73,3788,3424
2019,San Justo - Ciudad Autonoma De Buenos Aires,123,6026,4968
2019,San Lorenzo - Ciudad Autonoma De Buenos Aires,71,2744,2256
2019,San Lorenzo - Tigre,86,4925,4608
2019,San Luis - Ciudad Autonoma De Buenos Aires,197,11466,9138
2019,San Luis - Mendoza,83,4042,3295
2019,San Luis - San Juan,55,2695,2270
2019,San Martin - Ciudad Autonoma De Buenos Aires,53,2889,2361
2019,San Miguel - Aguas Blancas,104,5518,3859
2019,San Miguel - Ciudad Autonoma De Buenos Aires,113,5564,4757
2019,San Miguel - Termas De Rio Hondo,183,3466,1334
2019,San Miguel De Tucuman - Aguas Blancas,393,23180,13370
2019,San Miguel De Tucuman - Cafayate,111,3007,2298
2019,San Miguel De Tucuman - Ciudad Autonoma De Buenos Aires,874,47938,37446
2019,San Miguel De Tucuman - Cordoba,74,3851,3505
2019,San Miguel De Tucuman - Flores,151,8000,6384
2019,San Miguel De Tucuman - Humahuaca,67,1949,1636
2019,San Miguel De Tucuman - Lomas De Zamora,84,4604,4099
2019,San Miguel De Tucuman - Mendoza,78,4318,3675
2019,San Miguel De Tucuman - Mina Alumbrera,145,5623,2846
2019,San Miguel De Tucuman - Salta,299,14125,12413
2019,San Miguel De Tucuman - San Fernando Del Valle De Catamarca,83,3412,3115
2019,San Miguel De Tucuman - San Salvador De Jujuy,73,3465,2692
2019,San Miguel De Tucuman - Santa Maria,56,2663,2254
2019,San Miguel De Tucuman - Santiago Del Estero,145,6221,5211
2019,San Miguel De Tucuman - Termas De Rio Hondo,353,15712,10324
2019,San Miguel De Tucuman - Villa Carlos Paz,186,10723,9143
2019,San Miguel Del Monte - Ciudad Autonoma De Buenos Aires,983,19368,9316
2019,San Nicolas - Ciudad Autonoma De Buenos Aires,273,9971,8673
2019,San Nicolas - Melincue,80,1216,1178
2019,San Nicolas - Rosario,334,8761,7646
2019,San Nicolas - Villa Carlos Paz,57,3288,3028
2019,San Pedro - Ciudad Autonoma De Buenos Aires,2476,55585,40212
2019,San Pedro - La Plata,93,1822,1433
2019,San Pedro - Lomas De Zamora,75,3983,3559
2019,San Pedro - Rosario,837,18725,12826
2019,San Rafael - Buenos Aires,52,3176,2387
2019,San Rafael - Ciudad Autonoma De Buenos Aires,145,7068,6019
2019,San Salvador - Cerro Negro,93,1767,1332
2019,San Salvador - Iruya,79,1501,1076
2019,San Salvador De Jujuy - Avellaneda,54,3310,2908
2019,San Salvador De Jujuy - Ciudad Autonoma De Buenos Aires,903,51609,43830
2019,San Salvador De Jujuy - Salta,505,14315,10685
2019,San Salvador De Jujuy - San Miguel De Tucuman,78,2706,2232
2019,San Salvador De Jujuy - Villa Celina,66,4056,3549
2019,San Vicente - Ciudad Autonoma De Buenos Aires,53,2234,2055
2019,Santa Fe - Ciudad Autonoma De Buenos Aires,1187,64499,55474
2019,Santa Fe - Concordia,65,3183,2603
2019,Santa Fe - Cordoba,80,3960,3448
2019,Santa Fe - Lomas De Zamora,247,15084,14042
2019,Santa Fe - Mendoza,49,2807,2293
2019,Santa Fe - Oran,97,5520,2887
2019,Santa Fe - Parana,222,8904,7745
2019,Santa Fe - Posadas,84,4559,2747
2019,Santa Fe - Salta,67,3698,3063
2019,Santa Fe - San Nicolas,93,3100,2716
2019,Santa Fe - Victoria,111,5810,4595
2019,Santa Fe - Villa Carlos Paz,169,9058,8140
2019,Santa Maria - Salta,53,1053,486
2019,Santa Rosa - Ciudad Autonoma De Buenos Aires,395,20347,16740
2019,Santa Rosa - Lomas De Zamora,72,3732,3189
2019,Santiago Del Estero - Aguas Blancas,692,40014,30890
2019,Santiago Del Estero - Buenos Aires,245,14433,12228
2019,Santiago Del Estero - Ciudad Autonoma De Buenos Aires,454,25638,21808
2019,Santiago Del Estero - Cordoba,50,2494,2138
2019,Santiago Del Estero - Mendoza,74,4259,3961
2019,Santiago Del Estero - Posadas,82,4770,4180
2019,Santiago Del Estero - Salta,108,5822,5070
2019,Santiago Del Estero - San Fernando Del Valle De Catamarca,96,5156,4994
2019,Santiago Del Estero - San Miguel De Tucuman,240,10695,9001
2019,Santiago Del Estero - Villa Carlos Paz,49,2727,2205
2019,Santo Tome - Posadas,50,2665,1935
2019,Sol De Julio - Cordoba,114,1710,1196
2019,Sunchales - Ciudad Autonoma De Buenos Aires,192,9973,7856
2019,Tandil - Ciudad Autonoma De Buenos Aires,253,9071,7079
2019,Tartagal - Ciudad Autonoma De Buenos Aires,50,2720,2304
2019,Tartagal - Salta,120,6648,5539
2019,Termas De Rio Hondo - Aguas Blancas,298,16003,10304
2019,Termas De Rio Hondo - Cevil Pozo,448,8512,3178
2019,Termas De Rio Hondo - Ciudad Autonoma De Buenos Aires,176,8862,8148
2019,Termas De Rio Hondo - Cordoba,126,7383,6572
2019,Termas De Rio Hondo - Mar Del Plata,99,5677,5675
2019,Termas De Rio Hondo - Mendoza,79,4612,3676
2019,Termas De Rio Hondo - San Fernando Del Valle De Catamarca,152,7523,6637
2019,Termas De Rio Hondo - San Miguel,206,3875,1357
2019,Termas De Rio Hondo - San Miguel De Tucuman,392,17047,13619
2019,Termas De Rio Hondo - Santiago Del Estero,100,4854,4126
2019,Termas De Rio Hondo - Tafi Del Valle,260,13503,12688
2019,Tigre - Ciudad Autonoma De Buenos Aires,171,4726,3032
2019,Trelew - Ciudad Autonoma De Buenos Aires,85,4103,3581
2019,Trenque Lauquen - Ciudad Autonoma De Buenos Aires,226,7087,5409
2019,Venado Tuerto - Ciudad Autonoma De Buenos Aires,142,7119,6161
2019,Venado Tuerto - Victoria,63,2374,2026
2019,Victoria - Ciudad Autonoma De Buenos Aires,61,1440,1297
2019,Victoria - Rosario,123,3026,2762
2019,Viedma - Ciudad Autonoma De Buenos Aires,59,2667,2192
2019,Villa Angela - Ciudad Autonoma De Buenos Aires,77,3352,2825
2019,Villa Atamisqui - Ciudad Autonoma De Buenos Aires,90,5358,4282
2019,Villa Atamisqui - Gonzalez Catan,77,4432,3459
2019,Villa Carlos Paz - Ciudad Autonoma De Buenos Aires,137,7648,6897
2019,Villa Carlos Paz - Florencio Varela,78,4725,3983
2019,Villa Carlos Paz - Rosario,90,4952,3979
2019,Villa Constitucion - Ciudad Autonoma De Buenos Aires,86,3018,2667
2019,Villa Constitucion - Lomas De Zamora,67,4039,3481
2019,Villa Dolores - Ciudad Autonoma De Buenos Aires,70,3812,3061
2019,Villa Maria - Ciudad Autonoma De Buenos Aires,64,3233,2747
2019,Villa Mercedes - Ciudad Autonoma De Buenos Aires,122,6893,5690
2019,Villa Mercedes - Cordoba,48,2257,2015
2019,Villa Mercedes - Santa Rosa,56,3206,3060
2019,Villaguay - Ciudad Autonoma De Buenos Aires,53,2798,2284
2019,Zarate - Ciudad Autonoma De Buenos Aires,341,12382,9979
2019,Zarate - Gualeguaychu,166,7487,5374
2020,25 De Mayo - Ciudad Autonoma De Buenos Aires,55,1045,1011
2020,9 De Julio - Ciudad Autonoma De Buenos Aires,326,8544,5849
2020,Anelo - Cipolletti,75,1225,866
2020,Arrecifes - Melincue,59,1121,1044
2020,Ascension - Ciudad Autonoma De Buenos Aires,56,888,463
2020,Avellaneda - Merlo,50,2742,2567
2020,Avellaneda - Villa Carlos Paz,66,3862,3692
2020,Azul - Ciudad Autonoma De Buenos Aires,140,2801,1770
2020,Bahia Blanca - Ciudad Autonoma De Buenos Aires,186,7027,4975
2020,Baradero - Ciudad Autonoma De Buenos Aires,506,10149,7491
2020,Bragado - Ciudad Autonoma De Buenos Aires,660,15472,9072
2020,Buenos Aires - Lincoln,60,1132,745
2020,Carmen De Areco - Ciudad Autonoma De Buenos Aires,169,2955,2470
2020,Catriel - Paraje Corcobo,119,5013,3574
2020,Catriel - Pje Corcobo,56,2240,1613
2020,Cevil Pozo - Termas De Rio Hondo,151,2895,1124
2020,Chacabuco - Ciudad Autonoma De Buenos Aires,217,4260,3006
2020,Chascomus - Ciudad Autonoma De Buenos Aires,92,3750,2717
2020,Chivilcoy - Ciudad Autonoma De Buenos Aires,1086,21449,14679
2020,Cinco Saltos - Anelo,240,5387,2264
2020,Cipolletti - Anelo,296,5135,3507
2020,Cipolletti - Neuquen,669,6768,3800
2020,Cipolletti - Planicie Banderita,91,1071,784
2020,Cipolletti - Yac Cruz De Lorena,64,876,516
2020,Cipolletti - Yac Loma La Lata,66,634,421
2020,Cipolletti - Yac Sierras Blancas,48,710,409
2020,Ciudad - Ciudad Autonoma De Buenos Aires,58,3061,2592
2020,Ciudad Autonoma De Buenos Aires - 9 De Julio,313,7038,5057
2020,Ciudad Autonoma De Buenos Aires - Ascension,53,827,390
2020,Ciudad Autonoma De Buenos Aires - Avellaneda,111,5863,4567
2020,Ciudad Autonoma De Buenos Aires - Azul,143,2995,1937
2020,Ciudad Autonoma De Buenos Aires - Bahia Blanca,78,2195,1101
2020,Ciudad Autonoma De Buenos Aires - Baradero,173,3789,2665
2020,Ciudad Autonoma De Buenos Aires - Bragado,666,15185,8238
2020,Ciudad Autonoma De Buenos Aires - Campana,58,2238,1593
2020,Ciudad Autonoma De Buenos Aires - Chacabuco,174,3386,2113
2020,Ciudad Autonoma De Buenos Aires - Chapadmalal,85,3825,3411
2020,Ciudad Autonoma De Buenos Aires - Chivilcoy,958,18470,12189
2020,Ciudad Autonoma De Buenos Aires - Ciudad Autonoma De Buenos Aires,846,26837,17109
2020,Ciudad Autonoma De Buenos Aires - Clorinda,163,9212,6430
2020,Ciudad Autonoma De Buenos Aires - Comodoro Rivadavia,48,1634,848
2020,Ciudad Autonoma De Buenos Aires - Cordoba,105,4938,3789
2020,Ciudad Autonoma De Buenos Aires - Corrientes,61,2080,1260
2020,Ciudad Autonoma De Buenos Aires - Costa Atlantica,217,4288,3033
2020,Ciudad Autonoma De Buenos Aires - Ezeiza,376,14609,9671
2020,Ciudad Autonoma De Buenos Aires - Gualeguaychu,257,7877,6901
2020,Ciudad Autonoma De Buenos Aires - Humahuaca,55,3248,2799
2020,Ciudad Autonoma De Buenos Aires - La Falda,52,3011,2434
2020,Ciudad Autonoma De Buenos Aires - La Plata,77,2315,1805
2020,Ciudad Autonoma De Buenos Aires - Las Flores,125,2440,1456
2020,Ciudad Autonoma De Buenos Aires - Lincoln,74,1478,925
2020,Ciudad Autonoma De Buenos Aires - Los Cardales,103,3212,1969
2020,Ciudad Autonoma De Buenos Aires - Los Toldos,65,1317,971
2020,Ciudad Autonoma De Buenos Aires - Lujan,103,2653,2423
2020,Ciudad Autonoma De Buenos Aires - Mar De Ajo,556,23267,20594
2020,Ciudad Autonoma De Buenos Aires - Mar Del Plata,1422,64318,54332
2020,Ciudad Autonoma De Buenos Aires - Mar Del Tuyu,162,6147,5873
2020,Ciudad Autonoma De Buenos Aires - Mendoza,83,3882,2310
2020,Ciudad Autonoma De Buenos Aires - Mercedes,73,2646,2231
2020,Ciudad Autonoma De Buenos Aires - Merlo,159,8875,7974
2020,Ciudad Autonoma De Buenos Aires - Miramar,148,3493,2448
2020,Ciudad Autonoma De Buenos Aires - Necochea,52,2553,2128
2020,Ciudad Autonoma De Buenos Aires - Neuquen,80,2368,945
2020,Ciudad Autonoma De Buenos Aires - Nueva Atlantis,77,1604,1099
2020,Ciudad Autonoma De Buenos Aires - Oran,81,4718,3530
2020,Ciudad Autonoma De Buenos Aires - Pacheco,58,1280,1122
2020,Ciudad Autonoma De Buenos Aires - Partido De La Costa,84,1631,1148
2020,Ciudad Autonoma De Buenos Aires - Paso De Los Libres,257,11851,6921
2020,Ciudad Autonoma De Buenos Aires - Pilar,139,3697,2916
2020,Ciudad Autonoma De Buenos Aires - Pinamar,107,4412,3653
2020,Ciudad Autonoma De Buenos Aires - Posadas,93,4370,2737
2020,Ciudad Autonoma De Buenos Aires - Puerto Iguazu,60,3364,2826
2020,Ciudad Autonoma De Buenos Aires - Rosario,187,5508,3928
2020,Ciudad Autonoma De Buenos Aires - Saladillo,338,6676,4140
2020,Ciudad Autonoma De Buenos Aires - Salta,444,24942,22160
2020,Ciudad Autonoma De Buenos Aires - Salto,242,4637,2701
2020,Ciudad Autonoma De Buenos Aires - San Antonio De Areco,255,5625,3439
2020,Ciudad Autonoma De Buenos Aires - San Bernardo,303,13552,11594
2020,Ciudad Autonoma De Buenos Aires - San Carlos De Bariloche,108,5001,3615
2020,Ciudad Autonoma De Buenos Aires - San Clemente,160,8074,7547
2020,Ciudad Autonoma De Buenos Aires - San Juan,65,3251,2073
2020,Ciudad Autonoma De Buenos Aires - San Miguel De Tucuman,79,3791,2825
2020,Ciudad Autonoma De Buenos Aires - San Miguel Del Monte,450,8754,4330
2020,Ciudad Autonoma De Buenos Aires - San Nicolas,61,2062,1447
2020,Ciudad Autonoma De Buenos Aires - San Pedro,406,9280,5937
2020,Ciudad Autonoma De Buenos Aires - San Rafael,103,6084,5307
2020,Ciudad Autonoma De Buenos Aires - San Salvador De Jujuy,684,39923,34475
2020,Ciudad Autonoma De Buenos Aires - Santa Teresita,114,4594,3823
2020,Ciudad Autonoma De Buenos Aires - Santiago Del Estero,141,8143,6467
2020,Ciudad Autonoma De Buenos Aires - Tandil,117,5370,4414
2020,Ciudad Autonoma De Buenos Aires - Tigre,83,2488,1789
2020,Ciudad Autonoma De Buenos Aires - Tortuguitas,53,1119,942
2020,Ciudad Autonoma De Buenos Aires - Trenque Lauquen,93,1643,794
2020,Ciudad Autonoma De Buenos Aires - Villa Carlos Paz,188,11065,10263
2020,Ciudad Autonoma De Buenos Aires - Villa Gesell,402,15249,12042
2020,Clorinda - Ciudad Autonoma De Buenos Aires,73,4251,3176
2020,Comodoro Rivadavia - Perito Moreno,70,3404,1995
2020,Concordia - Ciudad Autonoma De Buenos Aires,95,3761,3074
2020,Cordoba - Ciudad Autonoma De Buenos Aires,535,25235,20564
2020,Cordoba - Ezeiza,82,3501,1270
2020,Cordoba - Mar Del Plata,120,6765,6031
2020,Cordoba - Paso De Los Libres,83,4725,4597
2020,Cordoba - Rosario,48,1947,1455
2020,Cordoba - San Juan,60,1644,1212
2020,Corrientes - Ciudad Autonoma De Buenos Aires,98,4303,2995
2020,Corrientes - Mar Del Plata,145,5200,2932
2020,Costa Atlantica - Ciudad Autonoma De Buenos Aires,136,2644,1678
2020,Ezeiza - Ciudad Autonoma De Buenos Aires,178,6192,3327
2020,Ezeiza - Cordoba,61,2603,1080
2020,Ezeiza - Ezeiza,69,3478,2675
2020,Ezeiza - Mar Del Plata,558,31593,12306
2020,Ezeiza - Mendoza,67,3381,1706
2020,Ezeiza - Rosario,521,12081,3224
2020,Fernandez Oro - Yac Loma La Lata,86,1634,610
2020,Firmat - Ciudad Autonoma De Buenos Aires,61,3499,2215
2020,Florencio Varela - Villa Carlos Paz,103,6226,5577
2020,Formosa - Ciudad Autonoma De Buenos Aires,61,3396,2632
2020,General Roca - Neuquen,92,1720,1107
2020,Gonzalez Catan - Villa Atamisqui,51,3068,2582
2020,Gualeguaychu - Ciudad Autonoma De Buenos Aires,54,2142,1626
2020,Gualeguaychu - Zarate,265,13243,6145
2020,Guaymallen - Ciudad Autonoma De Buenos Aires,83,4244,3983
2020,Guaymallen - Ezeiza,80,3060,1276
2020,Guaymallen - Oran,51,2822,2242
2020,Ibicuy - Zarate,102,4612,1800
2020,Jose C. Paz - Fatima,53,699,228
2020,Junin - Ciudad Autonoma De Buenos Aires,177,4488,3488
2020,Junin - Rosario,129,2604,2287
2020,Junin - Villa Carlos Paz,60,3537,3112
2020,La Plata - Ciudad Autonoma De Buenos Aires,309,10917,9080
2020,La Plata - Gualeguaychu,72,2356,1980
2020,La Plata - Merlo,93,5008,4957
2020,La Plata - San Carlos De Bariloche,54,3181,3174
2020,La Plata - San Rafael,63,3768,3732
2020,La Plata - Villa Carlos Paz,79,4700,4641
2020,La Quiaca - Mendoza,88,5118,4721
2020,La Rioja - Ciudad Autonoma De Buenos Aires,81,4370,3411
2020,Las Flores - Ciudad Autonoma De Buenos Aires,249,4779,3097
2020,Libertador General San Martin - Mar Del Plata,58,3416,3215
2020,Lincoln - Buenos Aires,55,1037,500
2020,Lincoln - Ciudad Autonoma De Buenos Aires,91,1791,1142
2020,Los Cardales - Ciudad Autonoma De Buenos Aires,66,1888,1288
2020,Los Toldos - Ciudad Autonoma De Buenos Aires,64,1216,967
2020,Malargue - Mendoza,75,3703,1407
2020,Malargue - Neuquen,84,1580,582
2020,Mar De Ajo - Ciudad Autonoma De Buenos Aires,241,8819,7633
2020,Mar Del Plata - Ciudad Autonoma De Buenos Aires,828,33600,26062
2020,Mar Del Plata - Corrientes,184,5802,3298
2020,Mar Del Plata - Ezeiza,589,32716,14591
2020,Mar Del Plata - Mendoza,139,7987,7270
2020,Mar Del Plata - San Miguel De Tucuman,128,7597,7269
2020,Mar Del Plata - Santiago Del Estero,48,2605,2334
2020,Mar Del Plata - Termas De Rio Hondo,89,5134,4898
2020,Mar Del Plata - Villa Carlos Paz,57,3190,2977
2020,Mar Del Tuyu - Ciudad Autonoma De Buenos Aires,55,1566,1178
2020,Mendoza - Ciudad Autonoma De Buenos Aires,120,5914,3878
2020,Mendoza - La Quiaca,90,5287,4828
2020,Mendoza - Malargue,59,3161,1354
2020,Mendoza - Mar Del Plata,316,18519,17023
2020,Mendoza - Oran,121,6970,5915
2020,Mendoza - San Juan,71,1986,1318
2020,Mendoza - San Salvador De Jujuy,78,4186,4071
2020,Mendoza - Villa Gesell,63,3740,3445
2020,Mercedes - Ciudad Autonoma De Buenos Aires,55,1685,1097
2020,Merlo - Ciudad Autonoma De Buenos Aires,97,3019,2617
2020,Merlo - Villa Cura Brochero,65,2930,2626
2020,Miramar - Ciudad Autonoma De Buenos Aires,138,3016,1958
2020,Monteros - Cipolletti,50,3004,2687
2020,Monteros - Rio Negro,99,5936,5310
2020,Neuquen - Allen,64,1232,615
2020,Neuquen - Anelo,377,8513,5046
2020,Neuquen - Cipolletti,61,1143,848
2020,Neuquen - Ciudad Autonoma De Buenos Aires,125,4714,2357
2020,Neuquen - Las Grutas,75,2230,1616
2020,Neuquen - Loma Campana,51,2711,1538
2020,Neuquen - Malargue,112,2088,897
2020,Neuquen - Neuquen,150,2631,1409
2020,Neuquen - Paraje Loma Campana,49,2604,1545
2020,Neuquen - Paraje Sierras Blancas,57,1791,1257
2020,Neuquen - Pje Borde Montuoso,62,1432,926
2020,Neuquen - Pje Loma Campana,59,2511,1942
2020,Neuquen - Pje Sierras Blancas,67,1962,1334
2020,Neuquen - Sierras Blancas,72,2076,1518
2020,Neuquen - Yac Entre Lomas,86,1872,1319
2020,Nueva Atlantis - Ciudad Autonoma De Buenos Aires,69,1522,1006
2020,Oran - Ciudad Autonoma De Buenos Aires,93,5386,4128
2020,Oran - Guaymallen,49,2691,2151
2020,Oran - Mendoza,115,6587,5514
2020,Parana - Ciudad Autonoma De Buenos Aires,87,4493,3449
2020,Parana - Rosario,89,2245,1758
2020,Parana - Sauce Viejo,229,4470,2792
2020,Parana - Villa Carlos Paz,48,2714,2216
2020,Partido De La Costa - Ciudad Autonoma De Buenos Aires,70,1326,766
2020,Paso De Los Libres - Ciudad Autonoma De Buenos Aires,104,5571,3487
2020,Paso De Los Libres - Cordoba,85,4872,4739
2020,Perito Moreno - Comodoro Rivadavia,57,2899,1785
2020,Plottier - Anelo,229,5872,3990
2020,Plottier - Malargue,57,875,415
2020,Posadas - Ciudad Autonoma De Buenos Aires,116,4669,3687
2020,Puerto Iguazu - Ciudad Autonoma De Buenos Aires,54,2863,2535
2020,Puerto Madryn - Corrientes,75,2609,1232
2020,Quilmes - Munro,54,1026,540
2020,Resistencia - Ciudad Autonoma De Buenos Aires,240,12846,10830
2020,Resistencia - Posadas,58,3203,2839
2020,Resistencia - Puerto Iguazu,55,3194,2852
2020,Resistencia - San Cosme,51,2267,2250
2020,Rio Cuarto - Ciudad Autonoma De Buenos Aires,64,3267,2716
2020,Rio Negro - San Miguel De Tucuman,55,3298,2877
2020,Roca - San Miguel De Tucuman,66,3906,3690
2020,Roque Saenz Peña - Ciudad Autonoma De Buenos Aires,107,4655,3699
2020,Rosario - Ciudad Autonoma De Buenos Aires,474,22278,15811
2020,Rosario - Ezeiza,672,15099,5716
2020,Rosario - Lomas De Zamora,215,12395,8291
2020,Rosario - Machagai,60,3217,2826
2020,Rosario - Mar Del Plata,135,7169,6439
2020,Rosario - Merlo,49,2519,2237
2020,Rosario - Parana,109,3411,2706
2020,Rosario - Salto,88,1672,905
2020,Rosario - San Nicolas,75,1984,1388
2020,Rosario - San Pedro,253,5467,3746
2020,Rosario - Victoria,343,8330,7781
2020,Rosario - Villa Carlos Paz,106,5876,4929
2020,Rosario - Villa Gesell,283,17084,13377
2020,Saladillo - Ciudad Autonoma De Buenos Aires,310,6058,3987
2020,Salta - Ciudad Autonoma De Buenos Aires,471,26303,23179
2020,Salta - Hornocal,67,1236,1100
2020,Salta - Humahuaca,743,14777,12350
2020,Salta - Purmamarca,72,1534,1029
2020,Salta - Salar Del Hombre Muerto,72,1251,919
2020,Salta - Salinas Grandes,804,16219,14662
2020,Salta - Salta,78,627,460
2020,Salta - San Salvador De Jujuy,99,2488,1655
2020,Salto - Ciudad Autonoma De Buenos Aires,545,10563,7000
2020,Salto - Rosario,187,3953,2410
2020,San Bernardo - Ciudad Autonoma De Buenos Aires,114,3290,2556
2020,San Carlos De Bariloche - Ciudad Autonoma De Buenos Aires,93,3397,2156
2020,San Clemente - Ciudad Autonoma De Buenos Aires,48,2546,2240
2020,San Juan - Ciudad Autonoma De Buenos Aires,80,3823,2616
2020,San Juan - Mar Del Plata,132,7510,6629
2020,San Juan - Mendoza,117,5216,4207
2020,San Juan - Miramar,104,5336,4783
2020,San Juan - Termas De Cacheuta,58,2959,2784
2020,San Luis - Ciudad Autonoma De Buenos Aires,66,3838,2739
2020,San Miguel De Tucuman - Aguas Blancas,114,6491,3859
2020,San Miguel De Tucuman - Ciudad Autonoma De Buenos Aires,249,13706,10136
2020,San Miguel De Tucuman - Mar Del Plata,279,16596,15911
2020,San Miguel De Tucuman - Mina Alumbrera,53,1951,1074
2020,San Miguel De Tucuman - Villa Carlos Paz,68,3750,3285
2020,San Miguel Del Monte - Ciudad Autonoma De Buenos Aires,497,11508,5581
2020,San Nicolas - Puerto General San Martin,79,1501,632
2020,San Patricio Del Chanar - Centenario,354,9134,4837
2020,San Pedro - Ciudad Autonoma De Buenos Aires,760,17069,11707
2020,San Pedro - Rosario,252,5615,3496
2020,San Rafael - Ciudad Autonoma De Buenos Aires,52,2452,2074
2020,San Salvador De Jujuy - Cerro Negro,49,927,797
2020,San Salvador De Jujuy - Ciudad Autonoma De Buenos Aires,657,37933,31645
2020,San Salvador De Jujuy - La Plata,50,3058,2678
2020,San Salvador De Jujuy - Salta,132,3368,1916
2020,Santa Fe - Ciudad Autonoma De Buenos Aires,225,11923,8984
2020,Santa Fe - Maria Grande,59,2312,2202
2020,Santa Rosa - Ciudad Autonoma De Buenos Aires,95,4705,3639
2020,Santiago Del Estero - Aguas Blancas,131,7458,6213
2020,Santiago Del Estero - Buenos Aires,77,4110,3486
2020,Santiago Del Estero - Ciudad Autonoma De Buenos Aires,239,13599,10884
2020,Santiago Del Estero - Mar Del Plata,53,3170,2678
2020,Tandil - Ciudad Autonoma De Buenos Aires,51,1798,1399
2020,Teodelina - Mar Del Plata,57,3289,2942
2020,Termas De Rio Hondo - Cevil Pozo,203,3857,1389
2020,Trenque Lauquen - Ciudad Autonoma De Buenos Aires,120,2597,1624
2020,Tunuyan - San Miguel De Tucuman,54,3264,2676
2020,Veinticinco De Mayo - Ciudad Autonoma De Buenos Aires,62,1178,1146
2020,Villa Gesell - Ciudad Autonoma De Buenos Aires,206,5752,4029
2020,Villa Gesell - Rosario,224,13639,10872
2020,Zarate - Gualeguaychu,271,13501,6336
2020,Zarate - Ibicuy,104,4621,1873
2021,9 De Julio - Ciudad Autonoma De Buenos Aires,1135,23940,16869
2021,9 De Julio - Lomas De Zamora,63,2502,1635
2021,Anelo - Anelo,196,3716,2347
2021,Anelo - Cinco Saltos,52,986,179
2021,Anelo - Neuquen,64,1165,191
2021,Ar - Ar,106,1946,506
2021,Arrecifes - Ciudad Autonoma De Buenos Aires,95,1798,1017
2021,Arroyito - Ciudad Autonoma De Buenos Aires,106,4813,3152
2021,Ascension - Ciudad Autonoma De Buenos Aires,138,2345,931
2021,Avellaneda - Ciudad Autonoma De Buenos Aires,78,3911,3267
2021,Avellaneda - Villa Carlos Paz,67,3857,3064
2021,Bahia Blanca - Ciudad Autonoma De Buenos Aires,308,11639,7951
2021,Baradero - Ciudad Autonoma De Buenos Aires,1016,20555,15669
2021,Bella Vista - Ciudad Autonoma De Buenos Aires,117,4897,1278
2021,Bragado - Ciudad Autonoma De Buenos Aires,615,18796,9376
2021,Buenos Aires - Santiago Del Estero,57,2484,1563
2021,Carmen De Areco - Ciudad Autonoma De Buenos Aires,167,2941,2318
2021,Centenario - Ciudad Autonoma De Buenos Aires,57,2732,1905
2021,Cevil Pozo - Termas De Rio Hondo,446,8474,3509
2021,Chacabuco - Ciudad Autonoma De Buenos Aires,90,1942,1326
2021,Chajari - Ciudad Autonoma De Buenos Aires,72,3471,2273
2021,Chajari - Rosario,54,1026,708
2021,Chanar - Anelo,215,10300,3853
2021,Chanar - Catriel,50,1870,630
2021,Chanar - Sargento Vidal,122,3654,2481
2021,Charata - Ciudad Autonoma De Buenos Aires,57,2043,1686
2021,Chiivilcoy - Ciudad Autonoma De Buenos Aires,116,2204,1298
2021,Chilecito - Oran,55,2763,1787
2021,Chivilcoy - Ciudad Autonoma De Buenos Aires,707,14337,8286
2021,Chumbicha - Oran,63,3406,1980
2021,Cinco Saltos - Anelo,312,7060,2918
2021,Cipoletti - Anelo,59,871,474
2021,Cipolletti - Anelo,221,5818,3259
2021,Cipolletti - Centenario,104,2028,1546
2021,Cipolletti - Ciudad Autonoma De Buenos Aires,56,2976,1425
2021,Cipolletti - Neuquen,52,1136,631
2021,Cipolletti - Rincon De Los Sauces,105,1931,789
2021,Ciudad - Ciudad Autonoma De Buenos Aires,236,11880,10550
2021,Ciudad - La Quiaca,71,3939,2557
2021,Ciudad Autonoma De Buenos Aires - 9 De Julio,1001,21248,15143
2021,Ciudad Autonoma De Buenos Aires - Ascension,115,1909,754
