indice_tiempo,par_origen_destino,viajes,asientos,pasajeros
2021,Ciudad Autonoma De Buenos Aires - Av Bartolome Mitre 3376 Munro,84,3899,1347
2021,Ciudad Autonoma De Buenos Aires - Avellaneda,100,4343,3363
2021,Ciudad Autonoma De Buenos Aires - Bahia Blanca,102,2475,1304
2021,Ciudad Autonoma De Buenos Aires - Baradero,278,6076,3449
2021,Ciudad Autonoma De Buenos Aires - Bragado,579,17752,8132
2021,Ciudad Autonoma De Buenos Aires - Campana,115,4146,3063
2021,Ciudad Autonoma De Buenos Aires - Capilla Del Senor,70,2939,2094
2021,Ciudad Autonoma De Buenos Aires - Carilo,67,2499,1641
2021,Ciudad Autonoma De Buenos Aires - Cañuelas,54,2556,1922
2021,Ciudad Autonoma De Buenos Aires - Chapadmalal,71,3509,2861
2021,Ciudad Autonoma De Buenos Aires - Chascomus,212,8298,6296
2021,Ciudad Autonoma De Buenos Aires - Chivilcoy,750,14526,7883
2021,Ciudad Autonoma De Buenos Aires - Ciudad Autonoma De Buenos Aires,1613,51092,34324
2021,Ciudad Autonoma De Buenos Aires - Clorinda,320,18230,14444
2021,Ciudad Autonoma De Buenos Aires - Colon,180,8352,6585
2021,Ciudad Autonoma De Buenos Aires - Concepcion Del Uruguay,63,2170,1504
2021,Ciudad Autonoma De Buenos Aires - Cordoba,207,8800,5160
2021,Ciudad Autonoma De Buenos Aires - Corrientes,60,1674,842
2021,Ciudad Autonoma De Buenos Aires - Costa Atlantica,99,1881,1367
2021,Ciudad Autonoma De Buenos Aires - Dolores,141,5313,4141
2021,Ciudad Autonoma De Buenos Aires - Escobar,51,2077,1463
2021,Ciudad Autonoma De Buenos Aires - Ezeiza,554,24839,17208
2021,Ciudad Autonoma De Buenos Aires - Federacion,114,5147,3823
2021,Ciudad Autonoma De Buenos Aires - Gualeguaychu,208,8701,7093
2021,Ciudad Autonoma De Buenos Aires - Hurlingham,66,3366,2258
2021,Ciudad Autonoma De Buenos Aires - Ing Maschwitz,53,2853,2273
2021,Ciudad Autonoma De Buenos Aires - Junin,111,3387,2041
2021,Ciudad Autonoma De Buenos Aires - La Plata,223,8158,5888
2021,Ciudad Autonoma De Buenos Aires - La Quiaca,154,9155,7138
2021,Ciudad Autonoma De Buenos Aires - Libertador General San Martin Ledesma,77,4580,3490
2021,Ciudad Autonoma De Buenos Aires - Lincoln,286,5409,3080
2021,Ciudad Autonoma De Buenos Aires - Lobos,63,1565,994
2021,Ciudad Autonoma De Buenos Aires - Lomas De Zamora,48,1376,917
2021,Ciudad Autonoma De Buenos Aires - Lujan,113,3988,3072
2021,Ciudad Autonoma De Buenos Aires - Mar De Ajo,266,10910,8082
2021,Ciudad Autonoma De Buenos Aires - Mar Del Plata,1493,72451,55750
2021,Ciudad Autonoma De Buenos Aires - Mar Del Tuyu,161,6595,5286
2021,Ciudad Autonoma De Buenos Aires - Mendoza,92,4451,3427
2021,Ciudad Autonoma De Buenos Aires - Mercedes,123,4458,2993
2021,Ciudad Autonoma De Buenos Aires - Merlo,220,12581,9675
2021,Ciudad Autonoma De Buenos Aires - Miramar,65,1937,1282
2021,Ciudad Autonoma De Buenos Aires - Oran,99,5769,3535
2021,Ciudad Autonoma De Buenos Aires - Paso De Los Libres,88,4420,2190
2021,Ciudad Autonoma De Buenos Aires - Pehuajo,105,1873,749
2021,Ciudad Autonoma De Buenos Aires - Pergamino,52,1080,978
2021,Ciudad Autonoma De Buenos Aires - Pilar,104,4196,2822
2021,Ciudad Autonoma De Buenos Aires - Pinamar,187,7821,6218
2021,Ciudad Autonoma De Buenos Aires - Puerto Falcon,68,3904,2822
2021,Ciudad Autonoma De Buenos Aires - Rosario,450,14447,9772
2021,Ciudad Autonoma De Buenos Aires - Saladillo,140,2814,1748
2021,Ciudad Autonoma De Buenos Aires - Salta,460,26058,19352
2021,Ciudad Autonoma De Buenos Aires - Salto,454,8814,6356
2021,Ciudad Autonoma De Buenos Aires - San Antonio De Areco,124,3118,2095
2021,Ciudad Autonoma De Buenos Aires - San Bernardo,511,27938,22440
2021,Ciudad Autonoma De Buenos Aires - San Carlos De Bariloche,86,4942,4175
2021,Ciudad Autonoma De Buenos Aires - San Clemente,217,10997,8580
2021,Ciudad Autonoma De Buenos Aires - San Juan,54,1977,1369
2021,Ciudad Autonoma De Buenos Aires - San Miguel De Tucuman,58,2472,1812
2021,Ciudad Autonoma De Buenos Aires - San Miguel Del Monte,452,9137,3589
2021,Ciudad Autonoma De Buenos Aires - San Nicolas,264,10959,8563
2021,Ciudad Autonoma De Buenos Aires - San Pedro,1172,35477,24254
2021,Ciudad Autonoma De Buenos Aires - San Rafael,139,7750,6081
2021,Ciudad Autonoma De Buenos Aires - San Salvador,53,3038,2475
2021,Ciudad Autonoma De Buenos Aires - San Salvador De Jujuy,1138,66598,52459
2021,Ciudad Autonoma De Buenos Aires - Santa Fe,95,3314,2301
2021,Ciudad Autonoma De Buenos Aires - Santa Rosa,156,5127,3192
2021,Ciudad Autonoma De Buenos Aires - Santa Teresita,220,10667,8301
2021,Ciudad Autonoma De Buenos Aires - Santiago Del Estero,300,16607,11314
2021,Ciudad Autonoma De Buenos Aires - Sierra De La Ventana,60,2439,1865
2021,Ciudad Autonoma De Buenos Aires - Tandil,451,21734,16611
2021,Ciudad Autonoma De Buenos Aires - Tigre,161,7503,5534
2021,Ciudad Autonoma De Buenos Aires - Tilcara,64,3806,3383
2021,Ciudad Autonoma De Buenos Aires - Trenque Lauquen,180,3615,1949
2021,Ciudad Autonoma De Buenos Aires - Villa Carlos Paz,299,16051,12590
2021,Ciudad Autonoma De Buenos Aires - Villa Gesell,311,14341,11128
2021,Ciudad Autonoma De Buenos Aires - Villa Lynch,141,2867,1240
2021,Ciudad Autonoma De Buenos Aires - Zarate,78,3181,2152
2021,Colonia 25 De Mayo - Maipu,94,1786,644
2021,Colonia 25 De Mayo - Neuquen,59,1271,649
2021,Colonia Dora - Florencio Varela,76,4182,2866
2021,Comodoro Rivadavia - Perito Moreno,275,13693,7724
2021,Concordia - Ciudad Autonoma De Buenos Aires,146,5324,3513
2021,Concordia - Lomas De Zamora,135,5734,4118
2021,Corcobo - Neuquen,88,3432,372
2021,Cordoba - Ciudad Autonoma De Buenos Aires,1347,62711,47405
2021,Cordoba - Ezeiza,130,7413,1544
2021,Cordoba - Lomas De Zamora,211,8681,6907
2021,Cordoba - Mar Del Plata,54,2959,2391
2021,Cordoba - Mendoza,71,3487,2617
2021,Cordoba - Merlo,98,4598,3317
2021,Cordoba - Oran,543,26786,17895
2021,Cordoba - Puerto Iguazu,107,5795,4757
2021,Cordoba - Rosario,56,2516,1710
2021,Cordoba - Salta,83,4257,3089
2021,Cordoba - Santiago Del Estero,77,3557,3082
2021,Cordoba - Termas De Rio Hondo,91,5016,3768
2021,Coronda - Rosario,56,3338,2549
2021,Corrientes - Ciudad Autonoma De Buenos Aires,154,6685,4595
2021,Corrientes - Mar Del Plata,131,4648,2405
2021,Corrientes - Resistencia,89,1991,1230
2021,Corrientes - Salta,72,4050,3290
2021,Costa Atlantica - Ciudad Autonoma De Buenos Aires,56,1064,648
2021,Cutral Co - Ciudad Autonoma De Buenos Aires,106,4748,3370
2021,De Omnibus - Florencio Varela,94,5747,4111
2021,El Talar - Mar Del Plata,64,2986,2274
2021,Esteban Echeverria - Ciudad Autonoma De Buenos Aires,97,4101,2924
2021,Ezeiza - Ciudad Autonoma De Buenos Aires,237,9350,5963
2021,Ezeiza - Cordoba,126,7171,1106
2021,Ezeiza - Mar Del Plata,710,39639,14578
2021,Ezeiza - Rosario,981,21182,7970
2021,Fatima - Jose C. Paz,159,2909,1130
2021,Fatima - Maquinista Savio,56,776,342
2021,Fatima - Santos Lugares,93,1531,587
2021,Fatima - Tortuguitas,56,820,246
2021,Firmat - Ciudad Autonoma De Buenos Aires,61,1921,1225
2021,Firmat - Lomas De Zamora,72,3496,2350
2021,Florencio Varela - Clorinda,70,3672,2770
2021,Florencio Varela - De Omnibus,116,7099,5054
2021,Florencio Varela - Federacion,85,4971,3837
2021,Florencio Varela - Gualeguaychu,66,3884,3094
2021,Florencio Varela - Merlo,80,4806,3947
2021,Florencio Varela - San Carlos De Bariloche,49,2978,2291
2021,Florencio Varela - San Rafael,111,6707,5354
2021,Florencio Varela - Villa Carlos Paz,184,11135,8765
2021,General Pico - Ciudad Autonoma De Buenos Aires,65,3788,2385
2021,General Pico - Lomas De Zamora,61,3498,2391
2021,General Roca - Malargue,57,1083,475
2021,General Roca - Neuquen,60,1697,1158
2021,Gualeguaychu - Ciudad Autonoma De Buenos Aires,61,2328,1600
2021,Gualeguaychu - Zarate,250,13058,8377
2021,Guaymallen - Ciudad Autonoma De Buenos Aires,59,3115,2606
2021,Guaymallen - La Quiaca,53,3012,1477
2021,Guaymallen - Oran,247,14492,9945
2021,Ibicuy - Zarate,137,6057,2854
2021,Jose C. Paz - Fatima,160,2840,1139
2021,Jujuy - Salta,116,2204,997
2021,Junin - Ciudad Autonoma De Buenos Aires,435,10602,6916
2021,Junin - Rosario,96,1903,1369
2021,Junin - Villa Carlos Paz,68,3898,2931
2021,La Calera - Neuquen,71,2602,762
2021,La Plata - Ciudad Autonoma De Buenos Aires,341,13768,8616
2021,La Plata - Ezeiza,52,1286,523
2021,La Plata - Mendoza,98,5896,5100
2021,La Plata - Merlo,176,10590,8974
2021,La Plata - Oran,250,14318,9289
2021,La Plata - Puerto Iguazu,113,6561,5726
2021,La Plata - Salta,62,3395,2759
2021,La Plata - San Carlos De Bariloche,172,10105,8431
2021,La Plata - San Pedro,79,1677,1195
2021,La Plata - San Rafael,171,10301,8609
2021,La Plata - San Salvador De Jujuy,55,3209,2456
2021,La Plata - Villa Carlos Paz,228,13463,11552
2021,La Quiaca - Ciudad,55,3182,2092
2021,La Quiaca - Guaymallen,62,3561,2377
2021,La Quiaca - Mendoza,208,12325,8839
2021,La Quiaca - Salta,95,2159,1079
2021,La Rioja - Ciudad Autonoma De Buenos Aires,171,9719,7023
2021,La Rioja - Oran,73,4326,2742
2021,Las Flores - Ciudad Autonoma De Buenos Aires,429,8177,6393
2021,Lincoln - Ciudad Autonoma De Buenos Aires,312,6304,3435
2021,Lomas De Zamora - San Salvador De Jujuy,48,2759,1804
2021,Luis Guillon - San Carlos De Bariloche,55,3341,2393
2021,Machagai - Rosario,81,4704,3509
2021,Maipu - Colonia 25 De Mayo,105,1991,701
2021,Malargue - Mendoza,130,6639,2263
2021,Manuel Alberti - Fatima,54,906,349
2021,Maquinista Savio - Fatima,61,839,375
2021,Mar De Ajo - Ciudad Autonoma De Buenos Aires,114,3749,2613
2021,Mar Del Plata - Ciudad Autonoma De Buenos Aires,956,44626,31013
2021,Mar Del Plata - Corrientes,146,5598,2933
2021,Mar Del Plata - Ezeiza,732,40639,17508
2021,Mar Del Plata - Mar Del Plata,90,4957,2619
2021,Mar Del Plata - Mendoza,101,5536,4102
2021,Mar Del Plata - Merlo,48,2775,2236
2021,Mar Del Plata - Puerto Iguazu,51,2935,2498
2021,Mar Del Plata - San Carlos De Bariloche,52,2998,2552
2021,Mendoza - Bermejo,56,1967,1247
2021,Mendoza - Ciudad Autonoma De Buenos Aires,286,14211,11188
2021,Mendoza - La Quiaca,258,14880,11412
2021,Mendoza - Malargue,124,6445,2427
2021,Mendoza - Mar Del Plata,103,5833,4321
2021,Mendoza - Merlo,74,3983,2980
2021,Mendoza - Oran,418,23218,16549
2021,Mendoza - San Juan,208,7093,4917
2021,Mendoza - San Luis,83,3593,3028
2021,Mendoza - Villa Carlos Paz,55,2878,2177
2021,Mercedes - Ciudad Autonoma De Buenos Aires,132,5107,3057
2021,Merlo - Ciudad Autonoma De Buenos Aires,112,4942,2974
2021,Mina Alumbrera - San Miguel De Tucuman,62,2356,1053
2021,Necochea - Ciudad Autonoma De Buenos Aires,101,4665,2634
2021,Neuquen - Allen,388,7525,3958
2021,Neuquen - Anelo,225,3863,2008
2021,Neuquen - Centenario,93,1767,1668
2021,Neuquen - Ciudad Autonoma De Buenos Aires,138,6284,4393
2021,Neuquen - Corcobo,55,2005,503
2021,Neuquen - La Calera,65,2353,978
2021,Neuquen - Las Grutas,71,1861,1381
2021,Neuquen - Loma Campana,74,4021,1955
2021,Neuquen - Neuquen,626,8600,5588
2021,Olavarria - Ciudad Autonoma De Buenos Aires,62,1789,1164
2021,Oran - Ciudad,51,3072,2385
2021,Oran - Ciudad Autonoma De Buenos Aires,157,8963,5261
2021,Oran - Cordoba,211,10717,6909
2021,Oran - Guaymallen,211,12461,8878
2021,Oran - La Plata,221,12686,8099
2021,Oran - Lomas De Zamora,127,7002,4512
2021,Oran - Mendoza,297,17014,12114
2021,Oran - San Rafael,66,3441,2714
2021,Oran - Tupungato,74,4506,2972
2021,Parana - Ciudad Autonoma De Buenos Aires,185,9666,6770
2021,Parana - Lomas De Zamora,91,5222,3518
2021,Parana - Rosario,134,4911,3780
2021,Parana - Santa Fe,49,1487,979
2021,Parana - Sauce Viejo,248,4816,3491
2021,Parana - Villa Carlos Paz,88,4838,3926
2021,Pehuajo - Ciudad Autonoma De Buenos Aires,112,1929,717
2021,Perez Millan - Santa Elena,75,1125,1116
2021,Pergamino - Ciudad Autonoma De Buenos Aires,100,2257,1870
2021,Pergamino - Rosario,89,1790,2154
2021,Perito Moreno - Comodoro Rivadavia,220,11174,7302
2021,Perito Moreno - Sierra Grande,68,3152,1501
2021,Pinamar - Ciudad Autonoma De Buenos Aires,108,5368,4375
2021,Plottier - Anelo,760,17625,7057
2021,Posadas - Ciudad Autonoma De Buenos Aires,174,7023,5872
2021,Posadas - Ituzaingo,48,1776,1241
2021,Puerto Madryn - Corrientes,64,2434,1086
2021,Puerto San Julian - Comodoro Rivadavia,65,3261,2081
2021,Resistencia - Ciudad Autonoma De Buenos Aires,308,16868,12952
2021,Resistencia - Corrientes,66,2025,1617
2021,Resistencia - Federacion,81,4591,3214
2021,Resistencia - Ingeniero Budge,93,5010,3902
2021,Resistencia - Itati,107,5191,4601
2021,Resistencia - Lomas De Zamora,131,6893,5485
2021,Resistencia - Puerto Iguazu,87,4885,3750
2021,Resistencia - Santiago Del Estero,48,2491,2157
2021,Resistencia - Villa Carlos Paz,50,2821,2286
2021,Rincon De Los Sauces - Cipolletti,124,1818,508
2021,Rio Cuarto - Ciudad Autonoma De Buenos Aires,160,8278,6324
2021,Rio Gallegos - Ushuaia,134,7081,3585
2021,Roca - San Miguel De Tucuman,48,2836,2018
2021,Roque Saenz Peña - Ciudad Autonoma De Buenos Aires,179,8059,5580
2021,Roque Saenz Peña - Lomas De Zamora,59,2177,1955
2021,Rosario - Ciudad Autonoma De Buenos Aires,950,39995,26012
2021,Rosario - Colon,61,1967,1507
2021,Rosario - Cordoba,76,2386,1547
2021,Rosario - Escobar,55,2236,1853
2021,Rosario - Ezeiza,1022,21886,8679
2021,Rosario - Febre,49,739,566
2021,Rosario - Federacion,48,1670,1217
2021,Rosario - Juan Jose Castelli,71,3484,2534
2021,Rosario - La Falda,75,4145,2848
2021,Rosario - Lomas De Zamora,549,30475,16914
2021,Rosario - Machagai,113,6581,5183
2021,Rosario - Mar Del Plata,164,7925,5782
2021,Rosario - Maria Grande,82,2504,2089
2021,Rosario - Mendoza,49,2473,1718
2021,Rosario - Merlo,119,6302,4418
2021,Rosario - Parana,208,7191,5365
2021,Rosario - Pergamino,110,3034,2933
2021,Rosario - Salto,172,3939,2274
2021,Rosario - San Nicolas,170,4585,3342
2021,Rosario - San Pedro,590,12415,7254
2021,Rosario - San Rafael,50,2678,2023
2021,Rosario - Tigre,186,7554,6068
2021,Rosario - Victoria,519,13815,10966
2021,Rosario - Villa Alpina,104,1942,1535
2021,Rosario - Villa Carlos Paz,449,24004,17928
2021,Rosario De La Frontera - Pampa Blanca,49,2992,1890
2021,Saladillo - Ciudad Autonoma De Buenos Aires,132,2694,1599
2021,Salta - Ciudad Autonoma De Buenos Aires,475,26767,19475
2021,Salta - Cordoba,49,2474,2174
2021,Salta - Hornocal,355,6314,5217
2021,Salta - Humahuaca,1685,35860,27701
2021,Salta - Iruya,85,1443,1086
2021,Salta - Lomas De Zamora,99,5425,3867
2021,Salta - Oran,94,3586,1962
2021,Salta - Purmamarca,434,5765,3844
2021,Salta - Quilmes,62,1642,1399
2021,Salta - Salinas Grandes,2650,53802,43532
2021,Salta - Salta,78,1352,1007
2021,Salta - San Miguel De Tucuman,93,2986,2244
2021,Salta - San Salvador De Jujuy,402,11377,7341
2021,Salta - Santa Victoria Oeste,114,2554,3215
2021,Salta - Santiago Del Estero,58,2597,2245
2021,Salta - Susque,56,1243,532
2021,Salta - Tartagal,58,2390,978
2021,Salta - Tilcara,55,1226,914
2021,Salto - Ciudad Autonoma De Buenos Aires,891,17559,11806
2021,Salto - Rosario,365,7734,4596
2021,San Bernardo - Ciudad Autonoma De Buenos Aires,91,4579,3585
2021,San Carlos De Bariloche - Alicura,241,5565,4175
2021,San Carlos De Bariloche - La Plata,73,4275,3675
2021,San Carlos De Bariloche - Villa La Angostura,61,3618,2891
2021,San Clemente - Ciudad Autonoma De Buenos Aires,87,4627,3428
2021,San Fernando Del Valle De Catamarca - Ciudad Autonoma De Buenos Aires,92,5341,3870
2021,San Jose - Lomas De Zamora,128,6302,5020
2021,San Juan - Ciudad Autonoma De Buenos Aires,223,9341,7185
2021,San Juan - Mendoza,369,15129,11349
2021,San Juan - Merlo,54,3058,2257
2021,San Juan - Termas De Cacheuta,104,5605,4501
2021,San Luis - Ciudad Autonoma De Buenos Aires,168,9122,6729
2021,San Luis - Termas De Cacheuta,93,5406,4486
2021,San Miguel De Tucuman - Cafayate,117,3389,2453
2021,San Miguel De Tucuman - Ciudad Autonoma De Buenos Aires,501,27912,19449
2021,San Miguel De Tucuman - Lomas De Zamora,64,3722,3239
2021,San Miguel De Tucuman - Mar Del Plata,59,3487,2706
2021,San Miguel De Tucuman - Mendoza,57,3117,2075
2021,San Miguel De Tucuman - Mina Alumbrera,48,2130,1041
2021,San Miguel De Tucuman - Oran,436,25600,12739
2021,San Miguel De Tucuman - Rio Negro,54,3225,2478
2021,San Miguel De Tucuman - Salta,147,6287,4990
2021,San Miguel De Tucuman - San Fernando Del Valle De Catamarca,55,2609,2500
2021,San Miguel De Tucuman - San Salvador De Jujuy,59,1593,715
2021,San Miguel De Tucuman - Termas De Rio Hondo,145,5202,3666
2021,San Miguel De Tucuman - Tunuyan,99,5927,4136
2021,San Miguel De Tucuman - Villa Carlos Paz,85,4844,4191
2021,San Miguel Del Monte - Ciudad Autonoma De Buenos Aires,633,19452,10024
2021,San Nicolas - Ciudad Autonoma De Buenos Aires,75,2253,1692
2021,San Nicolas - Puerto General San Martin,130,2470,1377
2021,San Nicolas - Rosario,222,5290,3934
2021,San Nicolas - Villa Carlos Paz,81,4501,3497
2021,San Patricio Del Chanar - Anelo,111,4177,1506
2021,San Pedro - Ciudad Autonoma De Buenos Aires,1279,29455,19342
2021,San Pedro - La Plata,82,1651,1252
2021,San Pedro - Rosario,596,12500,6987
2021,San Rafael - Ciudad Autonoma De Buenos Aires,72,3980,2915
2021,San Salvador - Ciudad Autonoma De Buenos Aires,103,6074,5051
2021,San Salvador - La Plata,70,4126,3782
2021,San Salvador - Lomas De Zamora,105,6274,5921
2021,San Salvador De Jujuy - Ciudad Autonoma De Buenos Aires,604,34798,26761
2021,San Salvador De Jujuy - Guemes,58,2771,1248
2021,San Salvador De Jujuy - Ingeniero Budge,78,4386,2757
2021,San Salvador De Jujuy - La Plata,368,21526,16163
2021,San Salvador De Jujuy - Lomas De Zamora,402,23248,19966
2021,San Salvador De Jujuy - Olacapato,70,1286,595
2021,San Salvador De Jujuy - Paso De Jama,55,1045,202
2021,San Salvador De Jujuy - Salta,408,11464,7313
2021,San Salvador De Jujuy - San Miguel De Tucuman,84,2323,1469
2021,San Salvador De Jujuy - Zarate,60,3674,2359
2021,San Vicente - Ciudad Autonoma De Buenos Aires,68,2859,2355
2021,Santa Fe - Ciudad Autonoma De Buenos Aires,462,23448,18323
2021,Santa Fe - Lomas De Zamora,234,14168,10717
2021,Santa Fe - Maria Grande,132,6127,4965
2021,Santa Fe - Oran,73,4154,2350
2021,Santa Fe - Parana,163,5431,4182
2021,Santa Fe - Santiago Del Estero,68,3382,3271
2021,Santa Fe - Villa Carlos Paz,108,5936,4734
2021,Santa Rosa - Ciudad Autonoma De Buenos Aires,170,5603,3534
2021,Santa Rosa - La Plata,96,5277,3461
2021,Santa Rosa - Santa Rosa,57,855,642
2021,Santa Victoria Oeste - Salta,82,1722,2527
2021,Santiago Del Estero - Buenos Aires,156,6725,4444
2021,Santiago Del Estero - Ciudad Autonoma De Buenos Aires,470,25669,18347
2021,Santiago Del Estero - Florencio Varela,67,3870,2368
2021,Santiago Del Estero - Oran,157,8888,5640
2021,Santiago Del Estero - Salta,101,5425,4109
2021,Santiago Del Estero - San Fernando Del Valle De Catamarca,78,4394,4157
2021,Santiago Del Estero - San Miguel De Tucuman,92,4522,3459
2021,Santiago Del Estero - Termas De Rio Hondo,69,1451,727
2021,Santo Tome - Lomas De Zamora,81,4846,4208
2021,Santos Lugares - Fatima,88,1696,540
2021,Senillosa - Anelo,459,14222,3795
2021,Sierra Grande - Perito Moreno,65,3071,1605
2021,Sunchales - Ciudad Autonoma De Buenos Aires,116,6520,3606
2021,Sunchales - Lomas De Zamora,55,2970,1710
2021,Tandil - Ciudad Autonoma De Buenos Aires,116,3389,2519
2021,Tartagal - Salta,53,2798,1694
2021,Termas De Rio Hondo - Cevil Pozo,535,10165,3941
2021,Termas De Rio Hondo - San Miguel De Tucuman,112,4212,2848
2021,Termas De Rio Hondo - Santiago Del Estero,50,2097,1255
2021,Termas De Rio Hondo - Tafi Del Valle,100,5140,3914
2021,Termas De Rio Hondo - Villa Gesell,53,3203,3120
2021,Tortuguitas - Fatima,58,906,263
2021,Trelew - Ciudad Autonoma De Buenos Aires,54,2512,1864
2021,Trenque Lauquen - Ciudad Autonoma De Buenos Aires,200,4048,2225
2021,Tunuyan - Ciudad Autonoma De Buenos Aires,57,3270,2484
2021,Tunuyan - San Miguel De Tucuman,88,5270,3576
2021,Ushuaia - Rio Gallegos,126,6710,3807
2021,Venado Tuerto - Ciudad Autonoma De Buenos Aires,74,3261,1681
2021,Venado Tuerto - Lomas De Zamora,91,4563,3487
2021,Villa Atamisqui - Gonzalez Catan,53,3120,2158
2021,Villa Carlos Paz - Rosario,132,7412,5744
2021,Villa Celina - Santa Rosa,99,6042,4125
2021,Villa Constitucion - Ciudad Autonoma De Buenos Aires,48,1545,1209
2021,Villa Constitucion - Lomas De Zamora,80,3861,2446
2021,Villa Dolores - Ciudad Autonoma De Buenos Aires,93,4047,3027
2021,Villa Gesell - Ciudad Autonoma De Buenos Aires,162,8079,6230
2021,Villa Lynch - Ciudad Autonoma De Buenos Aires,145,2803,1165
2021,Villa Mercedes - Ciudad Autonoma De Buenos Aires,126,7238,4886
2021,Villa Oacmpo - Fontana,125,2515,1923
2021,Villa Regina - San Miguel De Tucuman,64,3814,2662
2021,Yacimiento El Porton - Neuquen,65,1726,710
2021,Zarate - Ciudad Autonoma De Buenos Aires,58,2039,1527
2021,Zarate - Gualeguaychu,231,11920,7760
2021,Zarate - Ibicuy,137,6112,2787
2022,25 De Mayo - Ciudad Autonoma De Buenos Aires,162,3290,3134
2022,9 De Julio - Ciudad Autonoma De Buenos Aires,640,15421,13121
2022,9 De Julio - Lomas De Zamora,88,4054,2785
2022,Amba - Puerto Iguazu,125,7483,7144
2022,Amba - San Rafael,108,6480,6120
2022,Anelo - Cipolletti,52,698,480
2022,Anelo - Plottier,57,1139,414
2022,Ar - Ar,164,2972,711
2022,Argentina - Anelo,49,1049,595
2022,Arrecifes - Ciudad Autonoma De Buenos Aires,237,4435,3612
2022,Arroyito - Ciudad Autonoma De Buenos Aires,143,6965,5311
2022,Arroyo Seco - Ciudad Autonoma De Buenos Aires,59,2473,1788
2022,Ascension - Ciudad Autonoma De Buenos Aires,136,2232,1278
2022,Avellaneda - Federacion,64,3802,3452
2022,Avellaneda - Mendoza,48,2612,2371
2022,Avellaneda - Merlo,90,5158,4696
2022,Avellaneda - Villa Carlos Paz,90,5345,4807
2022,Ayacucho - Ciudad Autonoma De Buenos Aires,75,1427,1111
2022,Azul - Ciudad Autonoma De Buenos Aires,137,3851,2827
2022,Bahia Blanca - Ciudad Autonoma De Buenos Aires,666,29304,23836
2022,Balcarce - Ciudad Autonoma De Buenos Aires,85,2795,2487
2022,Balnearia - Ciudad Autonoma De Buenos Aires,83,3083,2734
2022,Baradero - Ciudad Autonoma De Buenos Aires,1408,31598,26057
2022,Baradero - Rosario,62,1261,1057
2022,Bella Vista - Ciudad Autonoma De Buenos Aires,126,5189,2443
2022,Berazategui - Ciudad Autonoma De Buenos Aires,142,8144,6510
2022,Bragado - Ciudad Autonoma De Buenos Aires,456,11368,9562
2022,Brandsen - Ciudad Autonoma De Buenos Aires,67,2322,2036
2022,Buenos Aires - Oran,108,5880,7407
2022,Burzaco - Rosario,67,3590,3433
2022,Burzaco - Villa Carlos Paz,48,2827,2564
2022,Campana - Ciudad Autonoma De Buenos Aires,193,7332,6055
2022,Canada De Gomez - Ciudad Autonoma De Buenos Aires,155,7910,6415
2022,Carlos Casares - Ciudad Autonoma De Buenos Aires,51,1695,1360
2022,Carmen De Areco - Ciudad Autonoma De Buenos Aires,544,10718,10735
2022,Casilda - Ciudad Autonoma De Buenos Aires,62,2281,1979
2022,Catamarca - Ciudad Autonoma De Buenos Aires,76,4355,3408
2022,Cañuelas - Ciudad Autonoma De Buenos Aires,113,5731,5105
2022,Centenario - Ciudad Autonoma De Buenos Aires,100,4790,3643
2022,Cerrito - Ciudad Autonoma De Buenos Aires,56,3243,2159
2022,Cevil Pozo - Termas De Rio Hondo,741,14073,5411
2022,Chacabuco - Ciudad Autonoma De Buenos Aires,430,9585,7711
2022,Chajari - Ciudad Autonoma De Buenos Aires,127,5485,4016
2022,Chajari - Rosario,77,1872,1636
2022,Chanar - Anelo,156,3732,2706
2022,Chanar - Sargento Vidal,512,13312,8963
2022,Chanar - Senillosa,120,2760,2436
2022,Chapadmalal - Ciudad Autonoma De Buenos Aires,115,6027,5206
2022,Charata - Ciudad Autonoma De Buenos Aires,54,1868,1657
2022,Charata - Ingeniero Budge,54,2268,2057
2022,Chascomus - Ciudad Autonoma De Buenos Aires,164,7138,6003
2022,Chilecito - Oran,54,3348,2158
2022,Chivilcoy - Ciudad Autonoma De Buenos Aires,1323,27561,20824
2022,Chivilcoy - La Salada,53,1007,564
2022,Chumbicha - Oran,102,5568,3385
2022,Cinco Saltos - Anelo,59,1088,469
2022,Cinco Saltos - Plottier,103,1515,1191
2022,Cipoletti - Anelo,367,5567,2919
2022,Cipoletti - Plottier,66,964,638
2022,Cipolletti - Anelo,245,4597,3101
2022,Cipolletti - Centenario,78,1560,1047
2022,Cipolletti - Ciudad Autonoma De Buenos Aires,50,2548,2041
2022,Cipolletti - Neuquen,68,2278,1971
2022,Cipolletti - Rincon De Los Sauces,50,1283,691
2022,Ciudad - Ciudad Autonoma De Buenos Aires,365,18188,18342
2022,Ciudad - La Quiaca,89,5143,4032
2022,Ciudad - Oran,117,6701,5706
2022,Ciudad Autonoma De Buenos Aires - 25 De Mayo,71,1506,1240
2022,Ciudad Autonoma De Buenos Aires - 9 De Julio,883,19659,16113
2022,Ciudad Autonoma De Buenos Aires - Ascension,99,1557,686
2022,Ciudad Autonoma De Buenos Aires - Avellaneda,66,3211,2679
2022,Ciudad Autonoma De Buenos Aires - Azul,112,3040,2212
2022,Ciudad Autonoma De Buenos Aires - Bahia Blanca,115,3636,2508
2022,Ciudad Autonoma De Buenos Aires - Balcarce,71,1883,1589
