indice_tiempo,par_origen_destino,viajes,asientos,pasajeros
2020,Coronel Suarez-Ciudad Autónoma De Buenos Aires,61,2623,1426
2020,Corrientes-Ciudad Autónoma De Buenos Aires,226,13056,13550
2020,Corrientes-Córdoba,158,6546,6044
2020,Corrientes-Florencio Varela,98,5733,5327
2020,Corrientes-Formosa,425,29621,13507
2020,Corrientes-Gualeguaychu,76,4408,8218
2020,Corrientes-Ingeniero Budge,85,4959,5591
2020,Corrientes-Reconquista,141,8954,7063
2020,Corrientes-Rosario,320,18402,18380
2020,Corrientes-Salta,251,13319,15030
2020,Corrientes-Villa Carlos Paz,121,6492,7361
2020,Crespo-Ciudad Autónoma De Buenos Aires,161,9323,8033
2020,Cruz Del Eje-Ciudad Autónoma De Buenos Aires,83,4664,4062
2020,Cruz Del Eje-Rosario,61,3416,3513
2020,Curuzu Cuatia-Ciudad Autónoma De Buenos Aires,79,4586,4145
2020,Córdoba-Ceres,75,4650,2230
2020,Córdoba-Chilecito,78,4408,3626
2020,Córdoba-Ciudad Autónoma De Buenos Aires,1205,61430,72878
2020,Córdoba-Corrientes,159,6594,6229
2020,Córdoba-Frias,81,4164,2009
2020,Córdoba-La Banda,202,10891,6918
2020,Córdoba-La Rioja,438,23687,18702
2020,Córdoba-Mar Del Plata,210,11411,11274
2020,Córdoba-Mendoza,1079,59395,66020
2020,Córdoba-Monte Caseros,83,4784,6987
2020,Córdoba-Neuquén,126,6740,4922
2020,Córdoba-Paraná,370,21226,14461
2020,Córdoba-Posadas,72,3393,3925
2020,Córdoba-Puerto Iguazú,192,8904,9335
2020,Córdoba-Punta Alta,160,9264,9973
2020,Córdoba-Resistencia,68,3952,3611
2020,Córdoba-Rosario,264,14576,14884
2020,Córdoba-Salta,421,20982,19179
2020,Córdoba-Salvador Mazza,334,19352,20991
2020,Córdoba-San Fernando Del Valle De Catamarca,488,26493,19895
2020,Córdoba-San Jorge,67,3216,2307
2020,Córdoba-San Juan,353,20187,16408
2020,Córdoba-San Luis,79,4576,4139
2020,Córdoba-San Miguel De Tucumán,670,34195,30370
2020,Córdoba-San Rafael,93,5382,4961
2020,Córdoba-San Salvador De Jujuy,521,22652,17525
2020,Córdoba-Santa Fe,157,9040,8264
2020,Córdoba-Saujil,83,4948,5128
2020,Córdoba-Schaqui,100,5800,5315
2020,Daireaux-Ciudad Autónoma De Buenos Aires,59,2506,2319
2020,Eduardo Castex-Ciudad Autónoma De Buenos Aires,61,2562,1633
2020,El Calafate-San Carlos De Bariloche,61,2577,4162
2020,El Chocon-Mendoza,93,4012,4246
2020,Esquel-La Plata,51,1836,3182
2020,Esquel-La Quiaca,236,10920,14588
2020,Esquel-San Carlos De Bariloche,339,16172,18540
2020,Esquel-San Salvador De Jujuy,152,8937,11166
2020,Ezeiza-Formosa,162,7204,6916
2020,F-Juan Bautista Alberdi,57,3412,2496
2020,F-Roque Saenz Peña,105,6244,4621
2020,Federacion-Ciudad Autónoma De Buenos Aires,338,19575,17913
2020,Federacion-Rosario,87,4891,6433
2020,Fiambala-San Fernando Del Valle De Catamarca,169,9131,7495
2020,Florencio Varela-Clorinda,209,12450,5607
2020,Florencio Varela-Concordia,78,3276,2655
2020,Florencio Varela-Corrientes,86,5023,3892
2020,Florencio Varela-General Pinedo,81,4784,2559
2020,Florencio Varela-Juan Bautista Alberdi,117,5468,4911
2020,Florencio Varela-Juan Jose Castelli,82,4792,2091
2020,Florencio Varela-Roque Saenz Peña,478,24932,19338
2020,Florencio Varela-San Miguel De Tucumán,56,3285,3365
2020,Florencio Varela-San Pedro,244,14515,6847
2020,Florencio Varela-Tres Isletas,152,9122,5813
2020,Formosa-Ciudad Autónoma De Buenos Aires,195,8903,9935
2020,Formosa-Corrientes,426,29656,14495
2020,Formosa-Ezeiza,166,7342,7577
2020,Formosa-La Plata,72,2592,2585
2020,Formosa-Mendoza,137,7981,11863
2020,Formosa-Salta,88,5045,5496
2020,Frias-Córdoba,78,4019,2097
2020,Frias-San Fernando Del Valle De Catamarca,221,9421,5149
2020,Garupa-Santo Tome,133,7604,5296
2020,General Campos-Ciudad Autónoma De Buenos Aires,88,5096,3205
2020,General Lamadrid-Ciudad Autónoma De Buenos Aires,78,3354,3626
2020,General Pico-Ciudad Autónoma De Buenos Aires,326,14427,15913
2020,General Pinedo-Florencio Varela,78,4614,3530
2020,General Pinedo-La Plata,103,6075,5029
2020,General Roca-San Carlos De Bariloche,71,4194,4071
2020,General Villegas-Ciudad Autónoma De Buenos Aires,253,14083,12465
2020,Goya-Ciudad Autónoma De Buenos Aires,208,9545,9269
2020,Goya-Posadas,64,3718,1607
2020,Gualeguaychu-Ciudad Autónoma De Buenos Aires,387,21360,17756
2020,Gualeguaychu-Corrientes,77,4466,7450
2020,Gualeguaychu-Ingeniero Budge,241,13986,10509
2020,Gualeguaychu-Resistencia,80,4640,7694
2020,Gualeguaychu-Rosario,160,9108,7831
2020,Gualeguaychu-Santa Fe,142,8470,7489
2020,Hernandarias-Ciudad Autónoma De Buenos Aires,56,2340,2060
2020,Huanguelen-Ciudad Autónoma De Buenos Aires,87,5038,4282
2020,Ibicuy-Zarate,156,9048,2440
2020,Ingeniero Budge-Clorinda,83,4868,5828
2020,Ingeniero Budge-Corrientes,87,5092,6508
2020,Ingeniero Budge-Gualeguaychu,233,13522,11296
2020,Ingeniero Budge-Juan Bautista Alberdi,93,5580,5195
2020,Ingeniero Budge-Pampa De Los Guanacos,86,5076,2771
2020,Ingeniero Budge-Puente Loyola,159,9490,3885
2020,Ingeniero Budge-San Vicente,83,4960,3800
2020,Ingeniero Luiggi-Ciudad Autónoma De Buenos Aires,81,3580,3488
2020,Itati-Resistencia,70,4200,2236
2020,Ituzaingo-Ciudad Autónoma De Buenos Aires,96,5550,6696
2020,Ituzaingo-Posadas,116,6816,4257
2020,Jacinto Arauz-Ciudad Autónoma De Buenos Aires,80,4608,3449
2020,Jardin America-San Miguel De Tucumán,81,3889,3670
2020,Jovita-Ciudad Autónoma De Buenos Aires,70,3010,2512
2020,Juan Bautista Alberdi-Berazategui,87,5046,3832
2020,Juan Bautista Alberdi-Ciudad Autónoma De Buenos Aires,115,6671,6857
2020,Juan Bautista Alberdi-Ciudadela,85,4958,3640
2020,Juan Bautista Alberdi-F,58,3474,2750
2020,Juan Bautista Alberdi-Florencio Varela,124,5799,5074
2020,Juan Bautista Alberdi-Ingeniero Budge,102,6115,5818
2020,Juan Jose Castelli-Ciudad Autónoma De Buenos Aires,190,10999,12934
2020,Juan Jose Castelli-Florencio Varela,111,6500,3645
2020,Junin-Ciudad Autónoma De Buenos Aires,220,8683,4725
2020,Junin-Rosario,308,15562,15407
2020,La Banda-Córdoba,148,8646,6317
2020,La Banda-San Miguel De Tucumán,221,11766,8832
2020,La Banda-Villa Carlos Paz,60,3618,2931
2020,La Cruz-Posadas,52,2862,3747
2020,La Falda-Ciudad Autónoma De Buenos Aires,206,11178,11677
2020,La Falda-La Plata,366,17971,15791
2020,La Lucila-Ciudad Autónoma De Buenos Aires,135,6533,4891
2020,La Plata-Andresito,143,6588,6139
2020,La Plata-Caleta Olivia,140,6235,7100
2020,La Plata-Capilla Del Monte,371,18655,15537
2020,La Plata-Esquel,66,2377,3705
2020,La Plata-Formosa,75,2700,2568
2020,La Plata-General Pinedo,108,6368,5258
2020,La Plata-La Falda,366,18131,15241
2020,La Plata-Las Lomitas,435,25299,24949
2020,La Plata-Mendoza,200,11033,11744
2020,La Plata-Mercedes,81,2997,2417
2020,La Plata-Monte Caseros,95,5546,5804
2020,La Plata-Nueva Esperanza,79,4638,3140
2020,La Plata-Paraná,153,9060,6949
2020,La Plata-Pirane,103,6070,5115
2020,La Plata-Posadas,221,11431,9852
2020,La Plata-Puerto Iguazú,475,21897,22043
2020,La Plata-Resistencia,303,15766,13351
2020,La Plata-Rosario,508,29324,22425
2020,La Plata-Salvador Mazza,343,17582,20014
2020,La Plata-San Carlos De Bariloche,121,5077,5516
2020,La Plata-San Fernando Del Valle De Catamarca,55,3147,3410
2020,La Plata-San Juan,78,4441,6265
2020,La Plata-San Miguel De Tucumán,186,11008,11756
2020,La Plata-Santa Rosa,343,12556,9959
2020,La Plata-Villaguay,54,3131,3081
2020,La Quiaca-Ciudad Autónoma De Buenos Aires,234,13393,13201
2020,La Quiaca-Esquel,230,10659,13465
2020,La Quiaca-Salta,496,30459,28306
2020,La Rioja-Ciudad Autónoma De Buenos Aires,213,9861,10074
2020,La Rioja-Córdoba,442,23855,18579
2020,La Rioja-Salvador Mazza,75,4165,5711
2020,La Rioja-San Juan,103,5974,4042
2020,La Rioja-San Miguel De Tucumán,158,9480,7085
2020,Lago Puelo-San Carlos De Bariloche,905,41313,37840
2020,Laprida-Ciudad Autónoma De Buenos Aires,79,4616,3973
2020,Las Lomitas-La Plata,442,25469,26212
2020,Las Lomitas-Villa Carlos Paz,156,7588,7927
2020,Lincoln-Ciudad Autónoma De Buenos Aires,62,3490,2006
2020,Los Antiguos-Comodoro Rivadavia,74,3797,2033
2020,Los Toldos-Ciudad Autónoma De Buenos Aires,79,3380,2116
2020,Macia-Ciudad Autónoma De Buenos Aires,168,9693,8735
2020,Mar De Ajó-Ciudad Autónoma De Buenos Aires,2510,127518,107535
2020,Mar Del Plata-Ciudad Autónoma De Buenos Aires,2860,122413,87265
2020,Mar Del Plata-Ciudadela,266,14027,7140
2020,Mar Del Plata-Clorinda,528,30817,40800
2020,Mar Del Plata-Comodoro Rivadavia,97,5612,6367
2020,Mar Del Plata-Córdoba,183,9907,10064
2020,Mar Del Plata-Mendoza,141,7869,8981
2020,Mar Del Plata-Neuquén,164,7061,6726
2020,Mar Del Plata-Paraná,517,28634,34495
2020,Mar Del Plata-Posadas,64,3757,3313
2020,Mar Del Plata-Rosario,368,18955,13572
2020,Mar Del Plata-San Carlos De Bariloche,93,3941,4551
2020,Mar Del Plata-San Juan,162,8289,8437
2020,Mar Del Plata-San Miguel,286,17040,11986
2020,Mar Del Plata-San Miguel De Tucumán,305,17383,16153
2020,Mar Del Plata-Villa Carlos Paz,133,7702,6545
2020,Mar Del Tuyu-Ciudad Autónoma De Buenos Aires,167,8819,7295
2020,Mburucuya-Ciudad Autónoma De Buenos Aires,75,4436,2864
2020,Mendoza-Bermejo,76,4269,2660
2020,Mendoza-Caleta Olivia,77,4430,4601
2020,Mendoza-Caucete,94,4417,1560
2020,Mendoza-Chilecito,83,4998,3857
2020,Mendoza-Ciudad Autónoma De Buenos Aires,905,47810,53162
2020,Mendoza-Córdoba,1090,60018,67607
2020,Mendoza-El Chocon,91,3910,3642
2020,Mendoza-Formosa,140,8193,11583
2020,Mendoza-La Plata,195,10815,12229
2020,Mendoza-Mar Del Plata,189,10665,11774
2020,Mendoza-Mina Clavero,67,3618,4710
2020,Mendoza-Monte Hermoso,107,6119,8801
2020,Mendoza-Orán,77,4471,9562
2020,Mendoza-Paraná,160,8965,8588
2020,Mendoza-Puerto Iguazú,79,4579,8378
2020,Mendoza-Rio Gallegos,217,11587,20470
2020,Mendoza-Rosario,141,8321,9492
2020,Mendoza-Salta,78,3304,3266
2020,Mendoza-Salvador Mazza,234,13545,19064
2020,Mendoza-San Carlos De Bariloche,98,5425,5328
2020,Mendoza-San Jose De Jachal,70,3160,3312
2020,Mendoza-San Juan,1616,87775,34037
2020,Mendoza-San Miguel De Tucumán,119,6644,7311
2020,Mendoza-San Salvador De Jujuy,196,11254,14960
2020,Mendoza-Villa Maria,70,2917,3616
2020,Mercedes-La Plata,82,3065,2395
2020,Mina Clavero-Ciudad Autónoma De Buenos Aires,445,18520,18840
2020,Mina Clavero-Mendoza,65,3510,4791
2020,Mina Clavero-Rosario,58,2434,2292
2020,Miramar-Ciudad Autónoma De Buenos Aires,924,43870,32275
2020,Miramar-Ciudadela,406,16589,12951
2020,Mocoreta-Santa Fe,74,4225,3330
2020,Monte Caseros-Ciudad Autónoma De Buenos Aires,156,9051,9371
2020,Monte Caseros-Córdoba,80,4596,8406
2020,Monte Caseros-La Plata,103,6003,5376
2020,Monte Caseros-Rosario,83,4891,5225
2020,Monte Hermoso-Ciudad Autónoma De Buenos Aires,142,6106,5092
2020,Monte Hermoso-Mendoza,107,6116,8638
2020,Morteros-Ciudad Autónoma De Buenos Aires,84,4868,5219
2020,Necochea-Ciudad Autónoma De Buenos Aires,637,32012,25843
2020,Neuquén-Bahia Blanca,215,12695,12172
2020,Neuquén-Ciudad Autónoma De Buenos Aires,232,10920,11066
2020,Neuquén-Colonia 25 De Mayo,131,6288,3288
2020,Neuquén-Comodoro Rivadavia,115,4740,5407
2020,Neuquén-Córdoba,115,6147,4587
2020,Neuquén-Mar Del Plata,172,7349,6998
2020,Neuquén-San Juan,176,8281,9397
2020,Neuquén-San Miguel De Tucumán,87,3797,5086
2020,Nogoya-Ciudad Autónoma De Buenos Aires,97,5567,5354
2020,Nogoya-Rosario,361,21346,14065
2020,Nueva Esperanza-Ciudad Autónoma De Buenos Aires,104,6160,5056
2020,Obera-Ciudad Autónoma De Buenos Aires,160,4623,4261
2020,Olavarria-Ciudad Autónoma De Buenos Aires,691,33688,24688
2020,Orán-Mendoza,79,4592,8567
2020,Orán-Salta,391,22584,18476
2020,Pablo Nogues-Paraná,129,5406,1150
2020,Pampa De Los Guanacos-Ingeniero Budge,84,4964,3590
2020,Paraná-Bahia Blanca,108,6168,7409
2020,Paraná-Capilla Del Monte,170,9818,8557
2020,Paraná-Ciudad Autónoma De Buenos Aires,1147,54693,42918
2020,Paraná-Córdoba,400,23030,17006
2020,Paraná-La Plata,151,8950,6769
2020,Paraná-Mar Del Plata,528,29096,35055
2020,Paraná-Mendoza,161,9008,9347
2020,Paraná-Pablo Nogues,192,8025,1966
2020,Paraná-Rosario,328,15234,11204
2020,Paraná-Salta,79,4583,5503
2020,Paraná-San Carlos De Bariloche,80,4080,5807
2020,Paraná-San Miguel De Tucumán,88,4966,5071
2020,Paraná-Sauce,78,4528,3013
2020,Paraná-Villa Carlos Paz,179,8015,5956
2020,Paso De Los Libres-Ciudad Autónoma De Buenos Aires,385,18491,19436
2020,Paso De Los Libres-Posadas,118,6584,9268
2020,Pehuajo-Ciudad Autónoma De Buenos Aires,76,4330,3170
2020,Pergamino-Ciudad Autónoma De Buenos Aires,130,6602,6146
2020,Pergamino-Rosario,176,8891,3627
2020,Pico Truncado-Rivadavia,239,14106,4935
2020,Piedra Del Aguila-Salvador Mazza,157,9131,14468
2020,Pinamar-Ciudad Autónoma De Buenos Aires,204,9131,8469
2020,Pirane-Ciudad Autónoma De Buenos Aires,79,4596,6145
2020,Pirane-La Plata,104,6072,6394
2020,Posadas-Ciudad Autónoma De Buenos Aires,255,9783,8641
2020,Posadas-Clorinda,219,12808,6592
2020,Posadas-Córdoba,70,3276,4276
2020,Posadas-Goya,65,3812,2110
2020,Posadas-Ituzaingo,201,11846,6482
2020,Posadas-La Cruz,73,4049,5373
2020,Posadas-La Plata,291,14547,15459
2020,Posadas-Mar Del Plata,70,4111,3385
2020,Posadas-Paso De Los Libres,137,7599,9284
2020,Posadas-Resistencia,365,21524,14294
2020,Posadas-Rosario,453,22553,23780
2020,Posadas-San Justo,704,29059,27880
2020,Posadas-San Miguel De Tucumán,122,7199,8440
2020,Posadas-Santo Tome,93,4879,1979
2020,Posadas-Virasoro,91,3879,1152
2020,Puan-Ciudad Autónoma De Buenos Aires,101,4343,2206
2020,Puente Loyola-Ingeniero Budge,146,8704,5694
2020,Puerto Iguazú-Ciudad Autónoma De Buenos Aires,799,43768,37223
2020,Puerto Iguazú-Córdoba,202,9348,10990
2020,Puerto Iguazú-La Plata,382,18257,17796
2020,Puerto Iguazú-Mendoza,80,4637,9069
2020,Puerto Iguazú-Resistencia,153,8974,7005
2020,Puerto Iguazú-San Justo,370,18413,18537
2020,Puerto Pilcomayo-Ciudad Autónoma De Buenos Aires,79,2430,2323
2020,Punta Alta-Ciudad Autónoma De Buenos Aires,94,5331,4116
2020,Punta Alta-Córdoba,158,9140,10127
2020,Quimili-Ciudad Autónoma De Buenos Aires,69,3930,3619
2020,Rafael Castillo-Campo Largo,71,4128,2904
2020,Rafaela-San Guillermo,77,4522,2030
2020,Rawson-San Salvador De Jujuy,88,4900,5851
2020,Reconquista-Ciudad Autónoma De Buenos Aires,70,1858,1445
2020,Reconquista-Corrientes,156,9860,8100
2020,Reconquista-Resistencia,120,7084,4839
2020,Resistencia-Ciudad Autónoma De Buenos Aires,568,23448,23455
2020,Resistencia-Clorinda,48,2784,1852
2020,Resistencia-Colonia Cano,129,9010,2373
2020,Resistencia-Córdoba,69,4012,3945
2020,Resistencia-Gualeguaychu,79,4582,6907
2020,Resistencia-Itati,78,4680,3199
2020,Resistencia-La Plata,321,16767,15636
2020,Resistencia-Posadas,343,20280,13246
2020,Resistencia-Puerto Iguazú,158,9430,8163
2020,Resistencia-Reconquista,116,6848,3599
2020,Resistencia-San Vicente,58,3368,796
2020,Rincon De Los Sauces-San Rafael,55,2420,1942
2020,Rincon De Los Sauces-Villa Regina,60,3201,781
2020,Rio Cuarto-Ciudad Autónoma De Buenos Aires,241,13130,20895
2020,Rio Gallegos-Bahia Blanca,72,3021,2919
2020,Rio Gallegos-Clorinda,83,4814,7404
2020,Rio Gallegos-Mendoza,158,8153,13265
2020,Rio Gallegos-San Salvador De Jujuy,308,17690,29168
2020,Rivadavia-Pico Truncado,224,13268,3930
2020,Rojas-Ciudad Autónoma De Buenos Aires,164,9167,4368
2020,Roque Saenz Peña-Ciudad Autónoma De Buenos Aires,315,18384,16497
2020,Roque Saenz Peña-Ciudadela,110,6400,5584
2020,Roque Saenz Peña-F,105,6259,5112
2020,Roque Saenz Peña-Florencio Varela,411,22420,19527
2020,Rosario Del Tala-Ciudad Autónoma De Buenos Aires,71,4103,2859
2020,Rosario-Capilla Del Monte,151,7696,8573
2020,Rosario-Ciudad Autónoma De Buenos Aires,2045,86741,52738
2020,Rosario-Colon,263,14960,14938
2020,Rosario-Concepcion Del Uruguay,67,3592,3019
2020,Rosario-Corrientes,315,18179,17699
2020,Rosario-Cruz Del Eje,58,3248,3606
2020,Rosario-Córdoba,160,8884,8333
2020,Rosario-Federacion,90,5022,6392
2020,Rosario-Gualeguaychu,151,8604,7566
2020,Rosario-Junin,243,12388,12430
2020,Rosario-La Plata,511,29530,26120
2020,Rosario-Mar Del Plata,379,19376,13376
2020,Rosario-Mendoza,142,8380,8521
2020,Rosario-Mina Clavero,52,2182,1806
2020,Rosario-Monte Caseros,81,4752,4168
2020,Rosario-Nogoya,356,21068,15195
2020,Rosario-Paraná,329,15242,10631
2020,Rosario-Pergamino,270,13617,4899
2020,Rosario-Posadas,451,22374,24476
2020,Rosario-Puerto Iguazú,63,3536,3912
2020,Rosario-San Juan,164,9184,12214
2020,Rosario-Victoria,140,8092,3959
2020,Rosario-Villa General Belgrano,74,4144,3631
2020,Salliquelo-Ciudad Autónoma De Buenos Aires,89,5122,3639
2020,Salta-Aguas Blancas,629,37149,31063
2020,Salta-Avellaneda,110,6368,7913
2020,Salta-Ciudad Autónoma De Buenos Aires,138,7810,9434
2020,Salta-Clorinda,84,4952,4502
2020,Salta-Corrientes,260,13861,15055
2020,Salta-Córdoba,423,21093,19888
2020,Salta-Formosa,88,5048,5720
2020,Salta-La Quiaca,564,34779,34344
2020,Salta-Mendoza,78,3306,3748
2020,Salta-Orán,396,22855,19819
2020,Salta-Paraná,77,4467,5839
2020,Salta-Salvador Mazza,867,50987,44276
2020,Salta-San Miguel De Tucumán,828,49669,42589
2020,Salta-San Salvador De Jujuy,1453,75037,53770
2020,Salta-Tartagal,143,8315,7775
2020,Salvador Mazza-Ciudad Autónoma De Buenos Aires,188,11406,14008
2020,Salvador Mazza-Córdoba,323,18711,20211
2020,Salvador Mazza-La Plata,348,17905,20297
2020,Salvador Mazza-La Rioja,77,4269,6922
2020,Salvador Mazza-Mendoza,237,13713,20102
2020,Salvador Mazza-Piedra Del Aguila,145,8409,14957
2020,Salvador Mazza-Salta,843,49405,44464
2020,Salvador Mazza-San Miguel De Tucumán,91,5351,5636
2020,Salvador Mazza-San Salvador De Jujuy,137,8499,5317
2020,San Bernardo-Ciudad Autónoma De Buenos Aires,128,6670,5438
2020,San Carlos De Bariloche-Ciudad Autónoma De Buenos Aires,534,28672,36153
2020,San Carlos De Bariloche-Comodoro Rivadavia,82,4838,7785
2020,San Carlos De Bariloche-Esquel,339,16264,17755
2020,San Carlos De Bariloche-General Roca,72,4253,4204
2020,San Carlos De Bariloche-La Plata,115,4844,4943
2020,San Carlos De Bariloche-Lago Puelo,851,38570,33002
2020,San Carlos De Bariloche-Mar Del Plata,103,4397,5122
2020,San Carlos De Bariloche-Mendoza,100,5545,5926
2020,San Carlos De Bariloche-Paraná,77,3908,5500
2020,San Carlos De Bariloche-San Martin De Los Andes,75,3968,3361
2020,San Carlos De Bariloche-Villa La Angostura,737,33598,29378
2020,San Fernando Del Valle De Catamarca-Belen,245,14520,9251
2020,San Fernando Del Valle De Catamarca-Ciudad Autónoma De Buenos Aires,440,20817,22333
2020,San Fernando Del Valle De Catamarca-Córdoba,492,26654,19891
2020,San Fernando Del Valle De Catamarca-Fiambala,157,8725,7846
2020,San Fernando Del Valle De Catamarca-Frias,250,10691,6464
2020,San Fernando Del Valle De Catamarca-La Plata,53,3036,3161
2020,San Fernando Del Valle De Catamarca-San Miguel De Tucumán,163,9722,4197
2020,San Fernando Del Valle De Catamarca-Santa Maria,67,4020,2254
2020,San Fernando Del Valle De Catamarca-Santiago Del Estero,71,3905,2765
2020,San Francisco-Ciudad Autónoma De Buenos Aires,169,7259,6047
2020,San Guillermo-Santa Fe,165,9802,5804
2020,San Jorge-Córdoba,69,3312,2090
2020,San Jose De Jachal-Mendoza,63,2835,3290
2020,San Jose-San Miguel De Tucumán,313,18675,9797
2020,San Juan-Ciudad Autónoma De Buenos Aires,308,15177,14670
2020,San Juan-Córdoba,340,19425,16033
2020,San Juan-La Plata,77,4431,6734
2020,San Juan-Mar Del Plata,163,8219,8672
2020,San Juan-Mendoza,1617,87602,38091
2020,San Juan-Neuquén,180,8472,11163
2020,San Juan-Rosario,164,9165,12646
2020,San Juan-Schaqui,106,6148,3548
2020,San Juan-Villa Union,70,3150,1436
2020,San Justo-Clorinda,84,4446,4935
2020,San Justo-Posadas,339,11212,9331
2020,San Justo-Puerto Iguazú,359,18538,17897
2020,San Luis-Ciudad Autónoma De Buenos Aires,91,3868,3139
2020,San Luis-Córdoba,77,4459,3491
2020,San Luis-San Rafael,65,3632,2518
2020,San Luis-Schaqui,75,4350,3749
2020,San Martin De Los Andes-Ciudad Autónoma De Buenos Aires,345,16162,19857
2020,San Martin De Los Andes-San Carlos De Bariloche,77,4085,3806
2020,San Miguel De Tucumán-Cafayate,346,20565,14025
2020,San Miguel De Tucumán-Ciudad Autónoma De Buenos Aires,291,12214,13152
2020,San Miguel De Tucumán-Córdoba,666,33929,32233
2020,San Miguel De Tucumán-Florencio Varela,64,3762,3576
2020,San Miguel De Tucumán-Jardin America,102,4787,3890
2020,San Miguel De Tucumán-La Banda,209,11428,8935
2020,San Miguel De Tucumán-La Plata,283,16653,16427
2020,San Miguel De Tucumán-La Rioja,160,9600,6787
2020,San Miguel De Tucumán-Mar Del Plata,303,17246,16246
2020,San Miguel De Tucumán-Mendoza,126,7023,9586
2020,San Miguel De Tucumán-Neuquén,82,3556,5144
2020,San Miguel De Tucumán-Paraná,87,4898,4755
2020,San Miguel De Tucumán-Posadas,123,7229,8909
2020,San Miguel De Tucumán-Salta,907,53649,42106
2020,San Miguel De Tucumán-Salvador Mazza,90,5285,7061
2020,San Miguel De Tucumán-San Fernando Del Valle De Catamarca,167,9943,5082
2020,San Miguel De Tucumán-San Jose,239,14265,8403
2020,San Miguel De Tucumán-San Salvador De Jujuy,50,2945,2550
2020,San Miguel De Tucumán-Santiago Del Estero,1822,99382,57428
2020,San Miguel De Tucumán-Villa Carlos Paz,70,3907,3475
2020,San Miguel-Mar Del Plata,261,15524,10546
2020,San Nicolas-Ciudad Autónoma De Buenos Aires,160,9250,10479
2020,San Pedro-Ciudad Autónoma De Buenos Aires,139,5776,4918
2020,San Pedro-Florencio Varela,271,16156,8805
2020,San Rafael-Ciudad Autónoma De Buenos Aires,238,11550,10561
2020,San Rafael-Córdoba,79,4574,4711
2020,San Rafael-Rincon De Los Sauces,57,2508,2097
2020,San Rafael-San Luis,70,3904,3126
2020,San Salvador De Jujuy-Aguas Blancas,89,5520,4738
2020,San Salvador De Jujuy-Bahia Blanca,84,4767,7421
2020,San Salvador De Jujuy-Ciudad Autónoma De Buenos Aires,728,41539,44697
2020,San Salvador De Jujuy-Córdoba,592,26394,21729
2020,San Salvador De Jujuy-Esquel,152,8922,12929
2020,San Salvador De Jujuy-Mendoza,193,11086,15540
2020,San Salvador De Jujuy-Rawson,87,4845,5797
2020,San Salvador De Jujuy-Rio Gallegos,322,18698,33898
2020,San Salvador De Jujuy-Salta,1501,78126,58343
2020,San Salvador De Jujuy-Salvador Mazza,134,8336,4519
2020,San Salvador De Jujuy-San Miguel De Tucumán,49,2868,2132
2020,San Vicente-Ingeniero Budge,80,4780,4411
2020,San Vicente-Resistencia,63,3658,1446
2020,Santa Fe-Concepcion Del Uruguay,228,12824,13130
2020,Santa Fe-Córdoba,161,9272,8334
2020,Santa Fe-Gualeguaychu,150,8938,9239
2020,Santa Fe-Mocoreta,77,4393,3619
2020,Santa Fe-San Guillermo,87,5226,5803
2020,Santa Maria-San Fernando Del Valle De Catamarca,70,4185,2435
2020,Santa Rosa-Ciudad Autónoma De Buenos Aires,539,25015,23115
2020,Santa Rosa-La Plata,346,12702,10880
2020,Santa Rosa-Villa Carlos Paz,205,9348,7633
2020,Santa Teresita-Ciudad Autónoma De Buenos Aires,131,7167,6060
2020,Santiago Del Estero-San Fernando Del Valle De Catamarca,68,3740,3211
2020,Santiago Del Estero-San Miguel De Tucumán,1778,96959,60764
2020,Santo Tome-Posadas,210,11593,7676
2020,Sauce-Ciudad Autónoma De Buenos Aires,83,4818,4408
2020,Sauce-Paraná,78,4528,3898
2020,Saujil-Córdoba,84,5008,5490
2020,Schaqui-Ciudad Autónoma De Buenos Aires,71,4036,3856
2020,Schaqui-Córdoba,100,5800,5670
2020,Schaqui-San Luis,76,4408,4045
2020,Sumampa-Córdoba,53,2383,1871
2020,Sunchales-Ciudad Autónoma De Buenos Aires,82,3444,2982
2020,Tandil-Ciudad Autónoma De Buenos Aires,664,32086,22074
2020,Tartagal-Salta,131,7649,5639
2020,Termas De Rio Hondo-Ciudad Autónoma De Buenos Aires,75,4804,4488
2020,Trenque Lauquen-Ciudad Autónoma De Buenos Aires,67,2480,1307
2020,Tres Isletas-Florencio Varela,132,7928,6249
2020,Venado Tuerto-Ciudad Autónoma De Buenos Aires,343,17534,18933
2020,Victoria-Rosario,137,7899,4251
2020,Viedma-Bahia Blanca,145,8713,5323
2020,Viedma-Ciudad Autónoma De Buenos Aires,271,9136,7787
2020,Villa Carlos Paz-Ciudad Autónoma De Buenos Aires,415,16787,16062
2020,Villa Carlos Paz-Corrientes,107,5660,6165
2020,Villa Carlos Paz-La Banda,59,3583,2305
2020,Villa Carlos Paz-Las Lomitas,155,7544,7534
2020,Villa Carlos Paz-Mar Del Plata,106,6236,5697
2020,Villa Carlos Paz-Paraná,180,8055,6498
2020,Villa Carlos Paz-Rosario,61,3001,2911
2020,Villa Carlos Paz-San Miguel De Tucumán,62,3458,2903
2020,Villa Carlos Paz-Santa Rosa,206,9391,7543
2020,Villa Carlos Paz-Villa Gesell,72,4320,4519
2020,Villa Constitucion-Ciudad Autónoma De Buenos Aires,163,9306,8727
2020,Villa Cura Brochero-Ciudad Autónoma De Buenos Aires,449,23521,27936
