fecha,localidad_origen,provincia_origen,pais_origen,localidad_destino,provincia_destino,pais_destino,par_origen_destino,ruta_clasificacion,descripcion,asientos,pasajeros
2022-01-04,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,87
2022-01-03,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,111
2022-01-04,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,85
2022-01-04,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,44
2022-01-03,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,48
2022-01-04,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,62
2022-01-03,Capilla Del Monte,Cordoba,Argentina,La Plata,Buenos Aires,Argentina,capilla del monte - la plata,Intrafederales,Común / Común con aire / Semicama,60,54
2022-01-05,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,54
2022-01-03,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,100
2022-01-04,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,35
2022-01-04,Capilla Del Monte,Cordoba,Argentina,La Plata,Buenos Aires,Argentina,capilla del monte - la plata,Intrafederales,Común / Común con aire / Semicama,56,51
2022-01-03,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,102
2022-01-03,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,26,54
2022-01-04,San Fernando Del Valle De Catamarca,Catamarca,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san fernando del valle de catamarca - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,40,23
2022-01-03,San Fernando Del Valle De Catamarca,Catamarca,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san fernando del valle de catamarca - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,40,23
2022-01-04,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,26,26
2022-01-03,San Francisco,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san francisco - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,26,25
2022-01-05,San Francisco,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san francisco - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,26,12
2022-01-04,San Francisco,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san francisco - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,26,25
2022-01-03,La Rioja,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,la rioja - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,40,54
2022-01-05,La Rioja,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,la rioja - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,40,39
2022-01-02,La Rioja,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,la rioja - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,40,27
2022-01-04,Santa Rosa,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,santa rosa - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,31,23
2022-01-03,Santa Rosa,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,santa rosa - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,31,31
2022-01-05,Santa Rosa,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,santa rosa - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,31,23
2022-01-04,Ingeniero Luiggi,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,ingeniero luiggi - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,58,59
2022-01-03,Rosario,Santa Fe,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,rosario - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,54
2022-01-05,Jacinto Arauz,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,jacinto arauz - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,42,47
2022-01-04,Jacinto Arauz,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,jacinto arauz - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,42,54
2022-01-03,Santa Rosa,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,santa rosa - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,42,57
2022-01-05,Santa Rosa,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,santa rosa - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,42,38
2022-01-01,Rosario,Santa Fe,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,rosario - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,47
2022-01-02,Rosario,Santa Fe,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,rosario - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,67
2022-01-03,Rosario,Santa Fe,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,rosario - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,42
2022-01-04,Villa General Belgrano,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa general belgrano - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,34
2022-01-03,Villa General Belgrano,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa general belgrano - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,43
2022-01-05,Villa General Belgrano,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa general belgrano - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,26
2022-01-03,Mina Clavero,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,mina clavero - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,48
2022-01-05,Mina Clavero,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,mina clavero - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,45
2022-01-04,Mina Clavero,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,mina clavero - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,43
2022-01-02,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,San Nicolas,Buenos Aires,Argentina,ciudad autonoma de buenos aires - san nicolas,Porteñas,Común / Común con aire / Semicama,60,44
2022-01-02,San Nicolas,Buenos Aires,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san nicolas - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,65
2022-01-03,San Nicolas,Buenos Aires,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san nicolas - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,66
2022-01-03,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,San Nicolas,Buenos Aires,Argentina,ciudad autonoma de buenos aires - san nicolas,Porteñas,Común / Común con aire / Semicama,60,73
2022-01-04,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,San Nicolas,Buenos Aires,Argentina,ciudad autonoma de buenos aires - san nicolas,Porteñas,Común / Común con aire / Semicama,60,70
2022-01-04,San Nicolas,Buenos Aires,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san nicolas - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,59
2022-01-03,San Pedro,Buenos Aires,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san pedro - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,58,61
2022-01-03,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,San Pedro,Buenos Aires,Argentina,ciudad autonoma de buenos aires - san pedro,Porteñas,Común / Común con aire / Semicama,58,67
2022-01-02,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,San Pedro,Buenos Aires,Argentina,ciudad autonoma de buenos aires - san pedro,Porteñas,Común / Común con aire / Semicama,58,58
2022-01-02,San Pedro,Buenos Aires,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san pedro - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,58,64
2022-01-01,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,San Pedro,Buenos Aires,Argentina,ciudad autonoma de buenos aires - san pedro,Porteñas,Común / Común con aire / Semicama,58,34
2022-01-03,Pergamino,Buenos Aires,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,pergamino - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,58,67
2022-01-02,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,Pergamino,Buenos Aires,Argentina,ciudad autonoma de buenos aires - pergamino,Porteñas,Común / Común con aire / Semicama,58,51
2022-01-05,Rio Cuarto,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,rio cuarto - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,49
2022-01-05,Mina Clavero,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,mina clavero - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,24
2022-01-04,La Falda,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,la falda - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,53
2022-01-03,La Rioja,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,la rioja - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,102
2022-01-02,Villa Cura Brochero,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa cura brochero - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,149
2022-01-05,La Rioja,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,la rioja - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,76
2022-01-04,La Rioja,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,la rioja - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,62
2022-01-03,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,56
2022-01-05,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,24
2022-01-04,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,42
2022-01-02,Formosa,Formosa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,formosa - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,37,17
2022-01-03,Formosa,Formosa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,formosa - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,37,35
2022-01-04,Formosa,Formosa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,formosa - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,37,11
2022-01-05,Formosa,Formosa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,formosa - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,37,17
2022-01-04,San Fernando Del Valle De Catamarca,Catamarca,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san fernando del valle de catamarca - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,37,38
2022-01-04,Chilecito,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,chilecito - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,126
2022-01-04,San Fernando Del Valle De Catamarca,Catamarca,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san fernando del valle de catamarca - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,69
2022-01-02,San Martin De Los Andes,Neuquén,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,san martin de los andes - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,44
2022-01-04,Villa Cura Brochero,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa cura brochero - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,157
2022-01-03,Villa Cura Brochero,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa cura brochero - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,169
2022-01-02,Villa General Belgrano,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa general belgrano - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,37,29
2022-01-04,Villa General Belgrano,Córdoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,villa general belgrano - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,37,30
2022-01-02,Mina Clavero,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,mina clavero - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,23
2022-01-02,Rosario,Santa Fe,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,rosario - ciudad autonoma de buenos aires,Porteñas,Ejecutivo / Suite,42,26
2022-01-03,Santa Rosa,La Pampa,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,santa rosa - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,42,29
2022-01-07,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,103
2022-01-10,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,101
2022-01-05,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,62
2022-01-09,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,44
2022-01-11,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,58
2022-01-10,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,52
2022-01-08,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,45
2022-01-06,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,43
2022-01-05,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,98
2022-01-06,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,99
2022-01-09,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,63
2022-01-07,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,114
2022-01-08,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,100
2022-01-11,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,110
2022-01-06,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,47
2022-01-09,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,92
2022-01-12,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,74
2022-01-06,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,18
2022-01-08,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,47
2022-01-10,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,57
2022-01-12,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,33
2022-01-09,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,43
2022-01-11,Capilla Del Monte,Cordoba,Argentina,Ciudadela,Buenos Aires,Argentina,capilla del monte - ciudadela,Intrafederales,Común / Común con aire / Semicama,56,54
2022-01-07,Chilecito,La Rioja,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,chilecito - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,131
2022-01-11,Capilla Del Monte,Cordoba,Argentina,La Plata,Buenos Aires,Argentina,capilla del monte - la plata,Intrafederales,Común / Común con aire / Semicama,60,52
2022-01-08,Capilla Del Monte,Cordoba,Argentina,La Plata,Buenos Aires,Argentina,capilla del monte - la plata,Intrafederales,Común / Común con aire / Semicama,56,55
2022-01-12,Capilla Del Monte,Cordoba,Argentina,La Plata,Buenos Aires,Argentina,capilla del monte - la plata,Intrafederales,Común / Común con aire / Semicama,56,39
2022-01-06,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,37
2022-01-10,Córdoba,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,cordoba - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,56,92
2022-01-06,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,68
2022-01-07,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,25
2022-01-09,Capilla Del Monte,Cordoba,Argentina,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,Argentina,capilla del monte - ciudad autonoma de buenos aires,Porteñas,Común / Común con aire / Semicama,60,65
